Application _Primary_Support1,Application_Annual_Cost,Application_Description,Application_Environment,Application_License_Details,Application_License_Model,Application_OS_Dependency,Application_Primary_Support2,Application_Primary_Support3,Application_Purchase_Cost,Application_Schedule_Frequency,Application_Type,Application_Vendor_Contact,Application_Vendor_Email,Application_Vendor_Name,Application_Vendor_Phone,Application_Version,Attached Storage,Batteries per String,Battery String Manufacturer Install Year,Building,Campus,Category,Change Control Plan,Change Control Plan Attached,CI ID,CI Name,CI Number,CI Type,Cooling Device,CPU Count,DAPS Management,Date Received,Department,Department Details,Drive Partitions,Escalation Procedures,Escalation Procedures Attached,External Document Repository,Floor,Host Name (For Virtual),In Service Date,Internal Support Level,IP Address,Last Edit Date/Time,Last Edit User,MAC Address,Manufacturer,Memory,Model,Name,Name (DNS),Notes,Number of Battery Strings,Operating System,Original Purchase Order,Out of Service Date,Owner,Power Device,Primary Application,Primary_Function,Purchase Cost,Purchase Date,Rack,Rail,Room Number,Serial Number,Server Type,Server_Environment,Service Contract Description,Service Contract End Date,Service Contract Number,Service Contract Purchase Order Number,Service Contract Start Date,Service Contract Term,Service Design Package,Service Design Package Attached?,Service Level Agreement,Service Level Agreement Attached,Service Management Notes,Status,Submit Date/Time,Submitter,Support Cost,Support Expiration Date,System_Audience,System_External_Contact_Details,System_Family,System_Overview,System_Owner,System_Type,Warranty Cost,Warranty Description,Warranty Expiration,Warranty Expiration Date,Warranty Number,Warranty Start Date,Warranty Term
,,,,,,,,,,,,,,,,,,,,Technological Institute,Evanston,,No,No,63,LG87 XDH-06  [Cooling 29-63],29-63,Cooling,XDH/Extreme Density In-Row,,,,NUIT-CI-SO,,,No,No,,,,,,,7/16/2015 12:09,Import [Cooling Warranty & Service Import],,Emerson/Liebert,,XDH32DK,LG87 XDH-06,,,,,PUR0576211,,,,,,,,,,LG87,0/NO8E6D0106,,,"HVAC Monthly Preventative Maintenance, Full Service Coverage",3/31/2018,PRSCONT2012-022,PUR0765304,4/1/2013,5 Year,No,No,No,No,,In Service,11/4/2013 10:20,Import [COOLING],,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,Technological Institute,Evanston,,No,No,64,LG87 XDH-07  [Cooling 29-64],29-64,Cooling,XDH/Extreme Density In-Row,,,,NUIT-CI-SO,,,No,No,,,,,,,7/16/2015 12:09,Import [Cooling Warranty & Service Import],,Emerson/Liebert,,XDH32DK,LG87 XDH-07,,,,,PUR0576211,,,,,,,,,,LG87,0/NO8E6D0136,,,"HVAC Monthly Preventative Maintenance, Full Service Coverage",3/31/2018,PRSCONT2012-022,PUR0765304,4/1/2013,5 Year,No,No,No,No,,In Service,11/4/2013 10:20,Import [COOLING],,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,Technological Institute,Evanston,,No,No,65,LG87 XDH-08  [Cooling 29-65],29-65,Cooling,XDH/Extreme Density In-Row,,,,NUIT-CI-SO,,,No,No,,,,,,,7/16/2015 12:09,Import [Cooling Warranty & Service Import],,Emerson/Liebert,,XDH32DK,LG87 XDH-08,,,,,PUR0576211,,,,,,,,,,LG87,0/NO8E6D0076,,,"HVAC Monthly Preventative Maintenance, Full Service Coverage",3/31/2018,PRSCONT2012-022,PUR0765304,4/1/2013,5 Year,No,No,No,No,,In Service,11/4/2013 10:20,Import [COOLING],,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,Technological Institute,Evanston,,No,No,66,LG87 XDH-09  [Cooling 29-66],29-66,Cooling,XDH/Extreme Density In-Row,,,,NUIT-CI-SO,,,No,No,,,,,,,7/16/2015 12:09,Import [Cooling Warranty & Service Import],,Emerson/Liebert,,XDH32DK,LG87 XDH-09,,,,,PUR0576211,,,,,,,,,,LG87,0/NO8C6D0061,,,"HVAC Monthly Preventative Maintenance, Full Service Coverage",3/31/2018,PRSCONT2012-022,PUR0765304,4/1/2013,5 Year,No,No,No,No,,In Service,11/4/2013 10:20,Import [COOLING],,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,Abbott Hall,Chicago,,No,No,67,C-710 AC-2-4  [Cooling 29-67],29-67,Cooling,DS 30-ton CW Unit,,,,NUIT-CI-SO,,,No,No,,,,,,,7/16/2015 12:09,Import [Cooling Warranty & Service Import],,Emerson/Liebert,,CW114DC1A20964S,C-710 AC-2-4,,,,,PUR0576211,,,,,,,,,,241,N11F150022,,,"HVAC Monthly Preventative Maintenance, Full Service Coverage",3/31/2018,PRSCONT2012-022,PUR0765304,4/1/2013,5 Year,No,No,No,No,,In Service,11/4/2013 10:59,Import [COOLING],,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,Abbott Hall,Chicago,,No,No,68,C-710 AC-2-5  [Cooling 29-68],29-68,Cooling,DS 30-ton CW Unit,,,,NUIT-CI-SO,,,No,No,,,,,,,7/16/2015 12:09,Import [Cooling Warranty & Service Import],,Emerson/Liebert,,CW114DC1A20964S,C-710 AC-2-5,,,,,PUR0576211,,,,,,,,,,241,N11F150023,,,"HVAC Monthly Preventative Maintenance, Full Service Coverage",3/31/2018,PRSCONT2012-022,PUR0765304,4/1/2013,5 Year,No,No,No,No,,In Service,11/4/2013 10:59,Import [COOLING],,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,2020 RIDGE AV,Evanston,,No,No,69,E-2020 AC-02  [Cooling 29-69],29-69,Cooling,DS 30-ton CW Unit,,,,NUIT-CI-SO,,,No,No,,,,,,,7/16/2015 12:09,Import [Cooling Warranty & Service Import],,Emerson/Liebert,,DS105WUAOE1030A,E-2020 AC-02,,,,,PUR0576211,,,,,,,,,,172,C08G8G0014,,,"HVAC Monthly Preventative Maintenance, Full Service Coverage",3/31/2018,PRSCONT2012-022,PUR0765304,4/1/2013,5 Year,No,No,No,No,,In Service,11/4/2013 10:59,Import [COOLING],,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,2020 RIDGE AV,Evanston,,No,No,70,E-2020 AC-03  [Cooling 29-70],29-70,Cooling,DS 30-ton CW Unit,,,,NUIT-CI-SO,,,No,No,,,,,,,7/16/2015 12:09,Import [Cooling Warranty & Service Import],,Emerson/Liebert,,DS105WUAOE1030A,E-2020 AC-03,,,,,PUR0576211,,,,,,,,,,172,C08G8G0011,,,"HVAC Monthly Preventative Maintenance, Full Service Coverage",3/31/2018,PRSCONT2012-022,PUR0765304,4/1/2013,5 Year,No,No,No,No,,In Service,11/4/2013 10:59,Import [COOLING],,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,2020 RIDGE AV,Evanston,,No,No,71,E-2020 AC-04  [Cooling 29-71],29-71,Cooling,DS 30-ton CW Unit,,,,NUIT-CI-SO,,,No,No,,,,,,,7/16/2015 12:09,Import [Cooling Warranty & Service Import],,Emerson/Liebert,,DS105WUAOE1030A,E-2020 AC-04,,,,,PUR0576211,,,,,,,,,,172,C08G8G0013,,,"HVAC Monthly Preventative Maintenance, Full Service Coverage",3/31/2018,PRSCONT2012-022,PUR0765304,4/1/2013,5 Year,No,No,No,No,,In Service,11/4/2013 10:59,Import [COOLING],,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,2020 RIDGE AV,Evanston,,No,No,72,E-2020 AC-06  [Cooling 29-72],29-72,Cooling,DS 30-ton CW Unit,,,,NUIT-CI-SO,,,No,No,,,,,,,7/16/2015 12:09,Import [Cooling Warranty & Service Import],,Emerson/Liebert,,DS105WUAOE1030A,E-2020 AC-06,,,,,PUR0576211,,,,,,,,,,172,C08G8G0016,,,"HVAC Monthly Preventative Maintenance, Full Service Coverage",3/31/2018,PRSCONT2012-022,PUR0765304,4/1/2013,5 Year,No,No,No,No,,In Service,11/4/2013 10:59,Import [COOLING],,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,2020 RIDGE AV,Evanston,,No,No,73,E-2020 AC-07  [Cooling 29-73],29-73,Cooling,DS 30-ton CW Unit,,,,NUIT-CI-SO,,,No,No,,,,,,,7/16/2015 12:09,Import [Cooling Warranty & Service Import],,Emerson/Liebert,,DS105WUAOE1030A,E-2020 AC-07,,,,,PUR0576211,,,,,,,,,,172,C08G8G0015,,,"HVAC Monthly Preventative Maintenance, Full Service Coverage",3/31/2018,PRSCONT2012-022,PUR0765304,4/1/2013,5 Year,No,No,No,No,,In Service,11/4/2013 10:59,Import [COOLING],,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,2020 RIDGE AV,Evanston,,No,No,74,E-2020 AC-08  [Cooling 29-74],29-74,Cooling,DS 30-ton CW Unit,,,,NUIT-CI-SO,,,No,No,,,,,,,7/16/2015 12:09,Import [Cooling Warranty & Service Import],,Emerson/Liebert,,DS105WUAOE1030A,E-2020 AC-08,,,,,PUR0576211,,,,,,,,,,172,C08G8G0012,,,"HVAC Monthly Preventative Maintenance, Full Service Coverage",3/31/2018,PRSCONT2012-022,PUR0765304,4/1/2013,5 Year,No,No,No,No,,In Service,11/4/2013 10:59,Import [COOLING],,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,Technological Institute,Evanston,,No,No,75,LG87 XDP-1  [Cooling 29-75],29-75,Cooling,XDH/Extreme Density In-Row,,,,NUIT-CI-SO,,,No,No,,,,,,,7/16/2015 12:09,Import [Cooling Warranty & Service Import],,Emerson/Liebert,,XDP160RC,LG87 XDP-1,,,,,PUR0576211,,,,,,,,,,LG87,1/0816C10605,,,"HVAC Monthly Preventative Maintenance, Full Service Coverage",3/31/2018,PRSCONT2012-022,PUR0765304,4/1/2013,5 Year,No,No,No,No,,In Service,11/4/2013 10:59,Import [COOLING],,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,Technological Institute,Evanston,,No,No,76,LG87 XDP-2  [Cooling 29-76],29-76,Cooling,XDH/Extreme Density In-Row,,,,NUIT-CI-SO,,,No,No,,,,,,,7/16/2015 12:09,Import [Cooling Warranty & Service Import],,Emerson/Liebert,,XDP160RC,LG87 XDP-2,,,,,PUR0576211,,,,,,,,,,LG87,1/0816C10646,,,"HVAC Monthly Preventative Maintenance, Full Service Coverage",3/31/2018,PRSCONT2012-022,PUR0765304,4/1/2013,5 Year,No,No,No,No,,In Service,11/4/2013 10:59,Import [COOLING],,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,Abbott Hall,Chicago,,No,No,1,C-710 Stulz AC-1  [Cooling 29-1],29-1,Cooling,Air Package,,,,NUIT-CI-SO,,,No,No,,,,,,,7/16/2015 12:09,Import [Cooling Warranty & Service Import],,Stultz,,OHS-120-DAHU,C-710 Stulz AC-1,,,,,PUR0576211,,,,,,,,,,2nd Floor,3183028,,,"HVAC Monthly Preventative Maintenance, Full Service Coverage",3/31/2018,PRSCONT2012-022,PUR0765304,4/1/2013,5 Year,No,No,No,No,,In Service,11/4/2013 10:20,Import [COOLING],,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,Abbott Hall,Chicago,,No,No,2,C-710 Stulz AC-2  [Cooling 29-2],29-2,Cooling,Air Package,,,,NUIT-CI-SO,,,No,No,,,,,,,7/16/2015 12:09,Import [Cooling Warranty & Service Import],,Stultz,,OHS-120-DAHV,C-710 Stulz AC-2,,,,,PUR0576211,,,,,,,,,,2nd Floor,3183030,,,"HVAC Monthly Preventative Maintenance, Full Service Coverage",3/31/2018,PRSCONT2012-022,PUR0765304,4/1/2013,5 Year,No,No,No,No,,In Service,11/4/2013 10:20,Import [COOLING],,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,Abbott Hall,Chicago,,No,No,3,C-710 AC B-1  [Cooling 29-3],29-3,Cooling,Chilled Water Challenger,,,,NUIT-CI-SO,,,No,No,,,,,,,7/16/2015 12:09,Import [Cooling Warranty & Service Import],,Emerson/Liebert,,BF102C-AA005133,C-710 AC B-1,,,,,PUR0576211,,,,,,,,,,Basement,765133-003,,,"HVAC Monthly Preventative Maintenance, Full Service Coverage",3/31/2018,PRSCONT2012-022,PUR0765304,4/1/2013,5 Year,No,No,No,No,,In Service,11/4/2013 10:20,Import [COOLING],,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,Abbott Hall,Chicago,,No,No,4,C-710 AC B-2  [Cooling 29-4],29-4,Cooling,Chilled Water Challenger,,,,NUIT-CI-SO,,,No,No,,,,,,,7/16/2015 12:09,Import [Cooling Warranty & Service Import],,Emerson/Liebert,,BF102C-AA005133,C-710 AC B-2,,,,,PUR0576211,,,,,,,,,,Basement,765133-001,,,"HVAC Monthly Preventative Maintenance, Full Service Coverage",3/31/2018,PRSCONT2012-022,PUR0765304,4/1/2013,5 Year,No,No,No,No,,In Service,11/4/2013 10:20,Import [COOLING],,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,Abbott Hall,Chicago,,No,No,5,C-710 AC B-3  [Cooling 29-5],29-5,Cooling,Chilled Water Challenger,,,,NUIT-CI-SO,,,No,No,,,,,,,7/16/2015 12:09,Import [Cooling Warranty & Service Import],,Emerson/Liebert,,BF102C-AA005133,C-710 AC B-3,,,,,PUR0576211,,,,,,,,,,Basement,765133-002,,,"HVAC Monthly Preventative Maintenance, Full Service Coverage",3/31/2018,PRSCONT2012-022,PUR0765304,4/1/2013,5 Year,No,No,No,No,,In Service,11/4/2013 10:20,Import [COOLING],,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,Abbott Hall,Chicago,,No,No,6,C-710 AC 2-1  [Cooling 29-6],29-6,Cooling,Chilled Water Deluxe,,,,NUIT-CI-SO,,,No,No,,,,,,,7/16/2015 12:09,Import [Cooling Warranty & Service Import],,Emerson/Liebert,,VH740C-AAEI,C-710 AC 2-1,,,,,PUR0576211,,,,,,,,,,2nd Floor,765133-004,,,"HVAC Monthly Preventative Maintenance, Full Service Coverage",3/31/2018,PRSCONT2012-022,PUR0765304,4/1/2013,5 Year,No,No,No,No,,In Service,11/4/2013 10:20,Import [COOLING],,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,Abbott Hall,Chicago,,No,No,7,C-710 AC 2-2  [Cooling 29-7],29-7,Cooling,Chilled Water Deluxe,,,,NUIT-CI-SO,,,No,No,,,,,,,7/16/2015 12:09,Import [Cooling Warranty & Service Import],,Emerson/Liebert,,VH740C-AAEI,C-710 AC 2-2,,,,,PUR0576211,,,,,,,,,,2nd Floor,765133-006,,,"HVAC Monthly Preventative Maintenance, Full Service Coverage",3/31/2018,PRSCONT2012-022,PUR0765304,4/1/2013,5 Year,No,No,No,No,,In Service,11/4/2013 10:20,Import [COOLING],,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,Abbott Hall,Chicago,,No,No,8,C-710 AC 2-3  [Cooling 29-8],29-8,Cooling,Chilled Water Deluxe,,,,NUIT-CI-SO,,,No,No,,,,,,,7/16/2015 12:09,Import [Cooling Warranty & Service Import],,Emerson/Liebert,,VH740C-AAEI,C-710 AC 2-3,,,,,PUR0576211,,,,,,,,,,2nd Floor,79395-001,,,"HVAC Monthly Preventative Maintenance, Full Service Coverage",3/31/2018,PRSCONT2012-022,PUR0765304,4/1/2013,5 Year,No,No,No,No,,In Service,11/4/2013 10:20,Import [COOLING],,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,Abbott Hall,Chicago,,No,No,9,C-710 CHILLER - 1  [Cooling 29-9],29-9,Cooling,Chiller,,,,NUIT-CI-SO,,,No,No,,,,,,,4/26/2017 17:02,pks792,,Carrier,,30RAN055E--611CX,C-710 CHILLER - 1,,,,,PUR0576211,,,,,,,,,,Roof,3805Q04602,,,"HVAC Monthly Preventative Maintenance, Full Service Coverage",3/31/2018,PRSCONT2012-022,PUR0765304,4/1/2013,5 Year,No,No,No,No,,In Service,11/4/2013 10:20,Import [COOLING],,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,Abbott Hall,Chicago,,No,No,10,C-710 CHILLER - 2  [Cooling 29-10],29-10,Cooling,Chiller,,,,NUIT-CI-SO,,,No,No,,,,,,,4/26/2017 17:02,pks792,,Carrier,,30RAN055E--611CX,C-710 CHILLER - 2,,,,,PUR0576211,,,,,,,,,,Roof,3605Q04590,,,"HVAC Monthly Preventative Maintenance, Full Service Coverage",3/31/2018,PRSCONT2012-022,PUR0765304,4/1/2013,5 Year,No,No,No,No,,In Service,11/4/2013 10:20,Import [COOLING],,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,Abbott Hall,Chicago,,No,No,11,C-710 CHILLER - 3  [Cooling 29-11],29-11,Cooling,Chiller,,,,NUIT-CI-SO,,,No,No,,,,,,,8/4/2016 9:50,pks792,,Carrier,,30RAN055055E-GHCX,C-710 CHILLER - 3,,,,,PUR0576211,,,,,,,,,,Roof,3605Q04586,,,"HVAC Monthly Preventative Maintenance, Full Service Coverage",3/31/2018,PRSCONT2012-022,PUR0765304,4/1/2013,5 Year,No,No,No,No,,Out of Service,11/4/2013 10:20,Import [COOLING],,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,Abbott Hall,Chicago,,No,No,12,C-710 Fan Wall  [Cooling 29-12],29-12,Cooling,Exhaust Fan,,,,NUIT-CI-SO,,,No,No,,,,,,,7/16/2015 12:09,Import [Cooling Warranty & Service Import],,Fantech,,FADE 18-4,C-710 Fan Wall,,,,,PUR0576211,,,,,,,,,,243,872364,,,"HVAC Monthly Preventative Maintenance, Full Service Coverage",3/31/2018,PRSCONT2012-022,PUR0765304,4/1/2013,5 Year,No,No,No,No,,In Service,11/4/2013 10:20,Import [COOLING],,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,Abbott Hall,Chicago,,No,No,13,C-710 Frequency Drive 1  [Cooling 29-13],29-13,Cooling,Frequency Drives,,,,NUIT-CI-SO,,,No,No,,,,,,,7/16/2015 12:09,Import [Cooling Warranty & Service Import],,Danfoss,,131F1798,C-710 Frequency Drive 1,,,,,PUR0576211,,,,,,,,,,Mezzanine,000424H201,,,"HVAC Monthly Preventative Maintenance, Full Service Coverage",3/31/2018,PRSCONT2012-022,PUR0765304,4/1/2013,5 Year,No,No,No,No,,In Service,11/4/2013 10:20,Import [COOLING],,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,Abbott Hall,Chicago,,No,No,14,C-710 Frequency Drive 2  [Cooling 29-14],29-14,Cooling,Frequency Drives,,,,NUIT-CI-SO,,,No,No,,,,,,,7/16/2015 12:09,Import [Cooling Warranty & Service Import],,Danfoss,,131F1798,C-710 Frequency Drive 2,,,,,PUR0576211,,,,,,,,,,Mezzanine,000224H201,,,"HVAC Monthly Preventative Maintenance, Full Service Coverage",3/31/2018,PRSCONT2012-022,PUR0765304,4/1/2013,5 Year,No,No,No,No,,In Service,11/4/2013 10:20,Import [COOLING],,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,Abbott Hall,Chicago,,No,No,15,C-710 Frequency Drive 3  [Cooling 29-15],29-15,Cooling,Frequency Drives,,,,NUIT-CI-SO,,,No,No,,,,,,,7/16/2015 12:09,Import [Cooling Warranty & Service Import],,Danfoss,,131F1798,C-710 Frequency Drive 3,,,,,PUR0576211,,,,,,,,,,Mezzanine,000324H201,,,"HVAC Monthly Preventative Maintenance, Full Service Coverage",3/31/2018,PRSCONT2012-022,PUR0765304,4/1/2013,5 Year,No,No,No,No,,In Service,11/4/2013 10:20,Import [COOLING],,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,Abbott Hall,Chicago,,No,No,16,C-710 CWP-01  [Cooling 29-16],29-16,Cooling,Water Pump,,,,NUIT-CI-SO,,,No,No,,,,,,,7/16/2015 12:09,Import [Cooling Warranty & Service Import],,B&G,,,C-710 CWP-01,,,,,PUR0576211,,,,,,,,,,Mezzanine,C130151-01F11,,,"HVAC Monthly Preventative Maintenance, Full Service Coverage",3/31/2018,PRSCONT2012-022,PUR0765304,4/1/2013,5 Year,No,No,No,No,,In Service,11/4/2013 10:20,Import [COOLING],,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,Abbott Hall,Chicago,,No,No,17,C-710 CWP-02  [Cooling 29-17],29-17,Cooling,Water Pump,,,,NUIT-CI-SO,,,No,No,,,,,,,7/16/2015 12:09,Import [Cooling Warranty & Service Import],,B&G,,,C-710 CWP-02,,,,,PUR0576211,,,,,,,,,,Mezzanine,C130151-02F11,,,"HVAC Monthly Preventative Maintenance, Full Service Coverage",3/31/2018,PRSCONT2012-022,PUR0765304,4/1/2013,5 Year,No,No,No,No,,In Service,11/4/2013 10:20,Import [COOLING],,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,Abbott Hall,Chicago,,No,No,18,C-710 CWP-03  [Cooling 29-18],29-18,Cooling,Water Pump,,,,NUIT-CI-SO,,,No,No,,,,,,,7/16/2015 12:09,Import [Cooling Warranty & Service Import],,B&G,,,C-710 CWP-03,,,,,PUR0576211,,,,,,,,,,Mezzanine,C130151-03F11,,,"HVAC Monthly Preventative Maintenance, Full Service Coverage",3/31/2018,PRSCONT2012-022,PUR0765304,4/1/2013,5 Year,No,No,No,No,,In Service,11/4/2013 10:20,Import [COOLING],,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,Leverone Hall,Evanston,,No,No,19,E-2001 AIR CONDITIONER-4  [Cooling 29-19],29-19,Cooling,Challenger A/C,,,,NUIT-CI-SO,,,No,No,,,,,,,7/16/2015 12:09,Import [Cooling Warranty & Service Import],,Emerson/Liebert,,BE061G-CA004068,E-2001 AIR CONDITIONER-4,,,,,PUR0576211,,,,,,,,,,UPS Room,874068-005,,,"HVAC Monthly Preventative Maintenance, Full Service Coverage",3/31/2018,PRSCONT2012-022,PUR0765304,4/1/2013,5 Year,No,No,No,No,,In Service,11/4/2013 10:20,Import [COOLING],,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,Leverone Hall,Evanston,,No,No,20,E-2001 AIR CONDITIONER-5  [Cooling 29-20],29-20,Cooling,Challenger A/C,,,,NUIT-CI-SO,,,No,No,,,,,,,7/16/2015 12:09,Import [Cooling Warranty & Service Import],,Emerson/Liebert,,BE061G-CA004068,E-2001 AIR CONDITIONER-5,,,,,PUR0576211,,,,,,,,,,UPS Room,874068-004,,,"HVAC Monthly Preventative Maintenance, Full Service Coverage",3/31/2018,PRSCONT2012-022,PUR0765304,4/1/2013,5 Year,No,No,No,No,,In Service,11/4/2013 10:20,Import [COOLING],,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,Leverone Hall,Evanston,,No,No,21,E-2001 AIR CONDITIONER-6  [Cooling 29-21],29-21,Cooling,Challenger A/C,,,,NUIT-CI-SO,,,No,No,,,,,,,7/16/2015 12:09,Import [Cooling Warranty & Service Import],,Emerson/Liebert,,BU046WGAA00148,E-2001 AIR CONDITIONER-6,,,,,PUR0576211,,,,,,,,,,Lab,891488-001,,,"HVAC Monthly Preventative Maintenance, Full Service Coverage",3/31/2018,PRSCONT2012-022,PUR0765304,4/1/2013,5 Year,No,No,No,No,,In Service,11/4/2013 10:20,Import [COOLING],,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,Leverone Hall,Evanston,,No,No,22,E-2001 AIR CONDITIONER-1  [Cooling 29-22],29-22,Cooling,Deluxe A/C,,,,NUIT-CI-SO,,,No,No,,,,,,,7/16/2015 12:09,Import [Cooling Warranty & Service Import],,Emerson/Liebert,,VE192G-CA014068,E-2001 AIR CONDITIONER-1,,,,,PUR0576211,,,,,,,,,,Switch Room,874068-003,,,"HVAC Monthly Preventative Maintenance, Full Service Coverage",3/31/2018,PRSCONT2012-022,PUR0765304,4/1/2013,5 Year,No,No,No,No,,In Service,11/4/2013 10:20,Import [COOLING],,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,Leverone Hall,Evanston,,No,No,23,E-2001 AIR CONDITIONER-2  [Cooling 29-23],29-23,Cooling,Deluxe A/C,,,,NUIT-CI-SO,,,No,No,,,,,,,7/16/2015 12:09,Import [Cooling Warranty & Service Import],,Emerson/Liebert,,VE116G-CA014068,E-2001 AIR CONDITIONER-2,,,,,PUR0576211,,,,,,,,,,Switch Room,874068-001,,,"HVAC Monthly Preventative Maintenance, Full Service Coverage",3/31/2018,PRSCONT2012-022,PUR0765304,4/1/2013,5 Year,No,No,No,No,,In Service,11/4/2013 10:20,Import [COOLING],,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,Leverone Hall,Evanston,,No,No,24,E-2001 AIR CONDITIONER-3  [Cooling 29-24],29-24,Cooling,Deluxe A/C,,,,NUIT-CI-SO,,,No,No,,,,,,,7/16/2015 12:09,Import [Cooling Warranty & Service Import],,Emerson/Liebert,,VE116G-CA014068,E-2001 AIR CONDITIONER-3,,,,,PUR0576211,,,,,,,,,,Switch Room,874068-002,,,"HVAC Monthly Preventative Maintenance, Full Service Coverage",3/31/2018,PRSCONT2012-022,PUR0765304,4/1/2013,5 Year,No,No,No,No,,In Service,11/4/2013 10:20,Import [COOLING],,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,Technological Institute,Evanston,,No,No,25,LG87 EXHAUST FAN  [Cooling 29-25],29-25,Cooling,Exhaust Fan,,,,NUIT-CI-SO,,,No,No,,,,,,,7/16/2015 12:09,Import [Cooling Warranty & Service Import],,Cook,,120SQN,LG87 EXHAUST FAN,,,,,PUR0576211,,,,,,,,,,LG87,701,,,"HVAC Monthly Preventative Maintenance, Full Service Coverage",3/31/2018,PRSCONT2012-022,PUR0765304,4/1/2013,5 Year,No,No,No,No,,In Service,11/4/2013 10:20,Import [COOLING],,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,Technological Institute,Evanston,,No,No,26,LG87 HUMIDIFIER  [Cooling 29-26],29-26,Cooling,Humidifier,,,,NUIT-CI-SO,,,No,No,,,,,,,7/17/2015 14:44,pks792,,Stultz,,BNU-6000,LG87 HUMIDIFIER,,,,,PUR0576211,,,,,,,,,,LG87,,,,"HVAC Monthly Preventative Maintenance, Full Service Coverage",3/31/2018,PRSCONT2012-022,PUR0765304,4/1/2013,5 Year,No,No,No,No,,In Service,11/4/2013 10:20,Import [COOLING],,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,2020 RIDGE AV,Evanston,,No,No,27,E-2020 AC-11  [Cooling 29-27],29-27,Cooling,Air Cooled 30-ton CRAC,,,,NUIT-CI-SO,,,No,No,,,,,,,7/16/2015 12:09,Import [Cooling Warranty & Service Import],,Emerson/Liebert,,DS105AUAOE1029A,E-2020 AC-11,,,,,PUR0576211,,,,,,,,,,172,C08G8E0087,,,"HVAC Monthly Preventative Maintenance, Full Service Coverage",3/31/2018,PRSCONT2012-022,PUR0765304,4/1/2013,5 Year,No,No,No,No,,In Service,11/4/2013 10:20,Import [COOLING],,,,,,,,,,,,,,,
