Application _Primary_Support1,Application_Annual_Cost,Application_Description,Application_Environment,Application_License_Details,Application_License_Model,Application_OS_Dependency,Application_Primary_Support2,Application_Primary_Support3,Application_Purchase_Cost,Application_Schedule_Frequency,Application_Type,Application_Vendor_Contact,Application_Vendor_Email,Application_Vendor_Name,Application_Vendor_Phone,Application_Version,Attached Storage,Batteries per String,Battery String Manufacturer Install Year,Building,Campus,Category,Change Control Plan,Change Control Plan Attached,CI ID,CI Name,CI Number,CI Type,Cooling Device,CPU Count,DAPS Management,Date Received,Department,Department Details,Drive Partitions,Escalation Procedures,Escalation Procedures Attached,External Document Repository,Floor,Host Name (For Virtual),In Service Date,Internal Support Level,IP Address,Last Edit Date/Time,Last Edit User,MAC Address,Manufacturer,Memory,Model,Name,Name (DNS),Notes,Number of Battery Strings,Operating System,Original Purchase Order,Out of Service Date,Owner,Power Device,Primary Application,Primary_Function,Purchase Cost,Purchase Date,Rack,Rail,Room Number,Serial Number,Server Type,Server_Environment,Service Contract Description,Service Contract End Date,Service Contract Number,Service Contract Purchase Order Number,Service Contract Start Date,Service Contract Term,Service Design Package,Service Design Package Attached?,Service Level Agreement,Service Level Agreement Attached,Service Management Notes,Status,Submit Date/Time,Submitter,Support Cost,Support Expiration Date,System_Audience,System_External_Contact_Details,System_Family,System_Overview,System_Owner,System_Type,Warranty Cost,Warranty Description,Warranty Expiration,Warranty Expiration Date,Warranty Number,Warranty Start Date,Warranty Term
,,,,,,,,,,,,,,,,,,,,Abbott Hall,Chicago,,No,No,77,C-710 CHILLER - 3  [Cooling 29-77],29-77,Cooling,Chiller,,,,NUIT-CI-SO,,,No,No,,,,,,,8/4/2016 9:48,pks792,,Carrier,,30RAP0556J-0CF10,C-710 CHILLER - 3,,,,,PUR0991033,,,,,,,,,,Roof,2516Q56957,,,"HVAC Monthly Preventative Maintenance, Full Service Coverage",3/31/2018,PRSCONT2012-022,PUR0576211,4/1/2013,5 Year,No,No,No,No,,In Service,8/4/2016 9:48,pks792,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,Abbott Hall,Chicago,,No,No,80,C710 AC-2-6  [Cooling 29-80],29-80,Cooling,DS 30-ton CW Unit,,,,NUIT-CI-SO,,,No,No,,,,,,,2/14/2017 11:32,pks792,,Emerson/Liebert,,CW084DC1A2S724,C710 AC-2-6,,,,,PUR1080471,,,,,,,,,,245,N17A150017,,,,,,,,,No,No,No,No,,In Service,2/14/2017 11:32,pks792,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,Technological Institute,Evanston,,No,No,81,VFD-1  [Cooling 29-81],29-81,Cooling,Exhaust Fan,,,,NUIT-CI-SO,,,No,No,,,,,,,4/14/2017 15:28,pks792,,,,7.5hP,VFD-1,,,,,,,,,,,,,,,LG87 Moat,213F08284,,,,,,,,,No,No,No,No,,In Service,4/14/2017 15:28,pks792,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,Technological Institute,Evanston,,No,No,84,CHWP-2  [Cooling 29-84],29-84,Cooling,Chilled Water Deluxe,,,,NUIT-CI-SO,,,No,No,,,,,,,4/14/2017 15:40,pks792,,,,09704268-100,CHWP-2,,,,,,,,,,,,,,,LG87 Moat,N/A,,,,,,,,,No,No,No,No,,In Service,4/14/2017 15:40,pks792,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,Technological Institute,Evanston,,No,No,83,CHWP-1  [Cooling 29-83],29-83,Cooling,Chilled Water Deluxe,,,,NUIT-CI-SO,,,No,No,,,,,,,4/14/2017 15:32,pks792,,,,09704268-100,CHWP-1,,,,,,,,,,,,,,,LG87 Moat,N/A,,,,,,,,,No,No,No,No,,In Service,4/14/2017 15:32,pks792,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,Technological Institute,Evanston,,No,No,82,VFD-2  [Cooling 29-82],29-82,Cooling,Exhaust Fan,,,,NUIT-CI-SO,,,No,No,,,,,,,4/14/2017 15:30,pks792,,,,7.5hP,VFD-2,,,,,,,,,,,,,,,LG87 Moat,211250xxxx,,,,,,,,,No,No,No,No,,In Service,4/14/2017 15:30,pks792,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,Abbott Hall,Chicago,,No,No,85,C-710 CHILLER - 4  [Cooling 29-85],29-85,Cooling,Chiller,,,,NUIT-CI-SO,,,No,No,,,,,,,4/26/2017 16:58,pks792,,Carrier,,30RBB08064-LG83L,C-710 CHILLER - 4,,,,,,,,,,,,,,,Roof,2511Q76025,,,,,,,,,No,No,No,No,,In Service,4/26/2017 16:57,pks792,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,Abbott Hall,Chicago,,No,No,86,C-710 AC B-4  [Cooling 29-86],29-86,Cooling,Chilled Water Challenger,,,,NUIT-CI-SO,,,No,No,,,,,,,5/19/2017 17:02,pks792,,Emerson/Liebert,,PW0291C1A2S933,C-710 AC B-4,,,,,PUR118049,,,,,,,,,,Basement,Y17D6S0008,,,,,,,,,No,No,No,No,,In Service,5/19/2017 17:02,pks792,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,2020 RIDGE AV,Evanston,,No,No,78,E-2020 AC-05  [Cooling 29-78],29-78,Cooling,DSE 44-ton CRAC Unit,,,,NUIT-CI-SO,,,No,No,,,,,,,8/19/2016 16:47,pks792,,,,DA125DP1AT802S,E-2020 AC-05,,,,,PUR1018535,,,,,,,,,,172,C16FCE0017,,,,,,,,,No,No,No,No,,In Service,8/16/2016 16:57,pks792,,,,,,,,,,,7/15/2021,,,7/16/2016,5-Year
,,,,,,,,,,,,,,,,,,,,2020 RIDGE AV,Evanston,,No,No,79,E-2020 AC-09  [Cooling 29-79],29-79,Cooling,DSE 44-ton CRAC Unit,,,,NUIT-CI-SO,,,No,No,,,,,,,8/19/2016 16:47,pks792,,,,DA125DP1AT802S,E-2020 AC-09,,,,,PUR1018535,,,,,,,,,,172,C16FCE0018,,,,,,,,,No,No,No,No,,In Service,8/16/2016 16:59,pks792,,,,,,,,,,,7/15/2021,,,7/16/2016,5-Year
,,,,,,,,,,,,,,,,,EV3700-3_pool1_V03,,,2020 RIDGE AV,Evanston,INFRASTRUCTURE,No,No,1542,ci4crdb  [Server 1-1542],1-1542,Server,,2,,,NUIT-CI-SO-ServiceOperations,NUIT-CI-SO-ServiceOperations,11.99 GB; 4.00 GB; 100.00 GB,No,No,,First,evesx03.ci.northwestern.edu,4/12/2010,,129.105.106.43,8/18/2014 23:26,dnielsen,,VMware,6144,,ci4crdb,ci4crdb.itcs.northwestern.edu,,,Microsoft Windows Server 2003 (32-bit),,,,,Foreseer Monitoring System,,,,,,172,,Virtual,,,,,,,,No,No,No,No,,Out of Service,11/7/2013 13:48,Import [Import_devices_from_cmdbstaging.newest_device_details],,1/1/1900,,,,,,,,,,1/1/1900,,,
,,,,,,,,,,,,,,,,,EVCX41-VM03-02B,,,2020 RIDGE AV,Evanston,INFRASTRUCTURE,No,No,1543,CI4CRP2 [Server 1-1543],1-1543,Server,,2,,,NUIT-CI-SO-ServiceOperations,NUIT_CI_SO_ServiceOperations,11.99 GB; 12.00 GB; 8.00 GB,No,No,,First,evesx40.ci.northwestern.edu,7/1/2010,,129.105.106.38,3/17/2014 23:26,Import [Import_devices_from_cmdbstaging.newest_device_details],,VMware,2048,,ci4crp2,ci4crp2.ads.northwestern.edu,,,Microsoft Windows Server 2003 (32-bit),,,,,Foreseer Monitoring System,,,,,,172,,Virtual,,,,,,,,No,No,No,No,,Out of Service,11/7/2013 13:48,Import [Import_devices_from_cmdbstaging.newest_device_details],,1/1/1900,,,,,,,,,,1/1/1900,,,
,,,,,,,,,,,,,,,,,EV3700-3_pool1_V10,,,2020 RIDGE AV,Evanston,INFRASTRUCTURE,No,No,1513,CI4CRP4 [Server 1-1513],1-1513,Server,,2,,,NUIT-CI-SO-ServiceOperations,NUIT_CI_SO_ServiceOperations,100.00 GB; 4.00 GB; 18.00 GB; 250.00 GB,No,No,,First,evesx39.ci.northwestern.edu,4/12/2010,,129.105.106.78,3/17/2014 23:26,Import [Import_devices_from_cmdbstaging.newest_device_details],,VMware,4096,,ci4crp4,ci4crp4.ads.northwestern.edu,,,Microsoft Windows Server 2003 (32-bit),,,,,Foreseer Monitoring System,,,,,,172,,Virtual,,,,,,,,No,No,No,No,,Out of Service,11/7/2013 13:48,Import [Import_devices_from_cmdbstaging.newest_device_details],,1/1/1900,,,,,,,,,,1/1/1900,,,
,,,,,,,,,,,,,,,,,,,,2020 RIDGE AV,Evanston,,No,No,4467,hertz  [Server 1-4467],Jan-67,Server,,,,,NUIT-CI-SO-ServiceOperations,NUIT-CI-SO-ServiceOperation,,No,No,,First,,,,,8/18/2017 23:26,asa729.a,,Dell,,PowerEdge R710,hertz,,,,,,,Dan Daley,,ZABBIX MONITORING,,,4/10/2010,P52,34,172,CSXBBM1,Physical,,,,,,,,No,No,No,No,,In Service,6/23/2015 20:24,Import [Import_devices_from_cmdbstaging.newest_device_details],,1/1/1900,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,EVCX41-VM02-02A,,,2020 RIDGE AV,Evanston,INFRASTRUCTURE,No,No,2372,ci4crp5 [Server 1-2372],Jan-72,Server,,1,,,NUIT-CI-SO-ServiceOperations,NUIT_CI_SO_ServiceOperations,31.90 GB; 2.00 GB; 40.00 GB,No,No,,First,evesx38.ci.northwestern.edu,6/14/2011,,129.105.106.45,12/4/2013 20:00,Import [Import_devices_from_cmdbstaging.newest_device_details],,VMware,2048,,ci4crp5,ci4crp5.ci.northwestern.edu,,,Microsoft Windows Server 2008 R2 (64-bit),,,,,Foreseer Monitoring System,,,,,,172,,Virtual,,,,,,,,No,No,No,No,,Out of Service,11/7/2013 13:48,Import [Import_devices_from_cmdbstaging.newest_device_details],,1/1/1900,,,,,,,,,,1/1/1900,,,
,,,,,,,,,,,,,,,,,EV3700-1_pool2_V07,,,2020 RIDGE AV,Evanston,INFRASTRUCTURE,No,No,2371,ci4crp3 [Server 1-2371],Jan-71,Server,,2,,,NUIT-CI-SO-ServiceOperations,NUIT_CI_SO_ServiceOperations,11.99 GB; 4.00 GB; 50.00 GB,No,No,,First,evesx13.ci.northwestern.edu,3/1/2010,,129.105.106.63,12/4/2013 20:00,Import [Import_devices_from_cmdbstaging.newest_device_details],,VMware,3072,,ci4crp3,ci4crp3.ads.northwestern.edu,,,Microsoft Windows Server 2003 (32-bit),,,,,Foreseer Monitoring System,,,,,,172,,Virtual,,,,,,,,No,No,No,No,,Out of Service,11/7/2013 13:48,Import [Import_devices_from_cmdbstaging.newest_device_details],,1/1/1900,,,,,,,,,,1/1/1900,,,
,,,,,,,,,,,,,,,,,EV3700-3_pool1_V09,,,2020 RIDGE AV,Evanston,INFRASTRUCTURE,No,No,1609,CYBERWEB [Server 1-1609],1-1609,Server,,1,,,NUIT-CI-SO-ServiceOperations,NUIT-CI-SO-ServiceOperation,C:\ (11.99 GB); E:\ (12.00 GB); F:\ (8.00 GB),No,No,,First,evesx41.,2/26/2009,,"129.105.215.202, 129.105.215.21",10/29/2015 23:26,Import [Import_devices_from_cmdbstaging.newest_device_details],,VMware,768,,cyberweb,"cyberweb.itcs.northwestern.edu, cyberweb2.itcs.northwestern.edu",,,Microsoft Windows Server 2003 (32-bit),,,,,Proxy Foreseer/Web Procy for Quest Ganglia/Warroom Caesar/SES Dashboards WEB,,,,,,172,,Virtual,,,,,,,,No,No,No,No,,Out of Service,11/7/2013 13:48,Import [Import_devices_from_cmdbstaging.newest_device_details],,1/1/1900,,,,,,,,,,1/1/1900,,,
,,,,,,,,,,,,,,,,,,24,,Robert H Lurie Medical Research Center,Chicago,,No,No,1,C-Lurie Sageon Sentry 450A DC Plant  [Power 28-1],28-1,Power,,,,,NUIT-CI-SO,,,No,No,,,,,,,7/10/2015 9:55,Import [Power Warranty & Service Import],,C&D/Powercom,,C&D AT-27 48V 1 String,C-Lurie Sageon Sentry 450A DC Plant,,,1,,,,,DC Rectifier Plant and Batteries,,,,,,,B105,CPS0508805,,,"1 Preventatvie Maintenance, 1 Load Bank Test, 4 Battery String Tests",2/9/2016,NU-1502-06 Rev 1,PUR0819814,2/10/2015,1 Year,No,No,No,No,,In Service,11/4/2013 10:19,Import [POWER],,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,24,,750 N LAKE SHORE DR,Chicago,,No,No,2,C-750 Sageon Sentry 450A DC Plant  [Power 28-2],28-2,Power,,,,,NUIT-CI-SO,,,No,No,,,,,,,7/10/2015 9:55,Import [Power Warranty & Service Import],,C&D/Powercom,,C&D AT-27 48V 1 String,C-750 Sageon Sentry 450A DC Plant,,,1,,,,,DC Rectifier Plant and Batteries,,,,,,,,APS0614200,,,"1 Preventatvie Maintenance, 1 Load Bank Test, 4 Battery String Tests",2/9/2016,NU-1502-05 Rev 1,PUR0819774,2/10/2015,1 Year,No,No,No,No,,In Service,11/4/2013 10:19,Import [POWER],,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,24,,Abbott Hall,Chicago,,No,No,3,C-710 VORTEX (7) 200A  DC Plant A  [Power 28-3],28-3,Power,,,,,NUIT-CI-SO,,,No,No,,,,,,,7/10/2015 9:55,Import [Power Warranty & Service Import],,Emerson/Lorain,,LPS48E1 582140000,C-710 VORTEX (7) 200A  DC Plant A,,,2,,,,,DC Rectifier Plant and Batteries,,,,,,,112A,2619350,,,"1 Preventatvie Maintenance, 1 Load Bank Test, 4 Battery String Tests",12/1/2015,NU-1408-02 Rev 3,PUR0802587,12/2/2014,1 Year,No,No,No,No,,In Service,11/4/2013 10:19,Import [POWER],,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,24,,Abbott Hall,Chicago,,No,No,4,C-710 VORTEX (7) 200A  DC Plant B  [Power 28-4],28-4,Power,,,,,NUIT-CI-SO,,,No,No,,,,,,,7/10/2015 9:55,Import [Power Warranty & Service Import],,Emerson/Lorain,,LPS48E1 582140000,C-710 VORTEX (7) 200A  DC Plant B,,,2,,,,,DC Rectifier Plant and Batteries,,,,,,,112A,2619351,,,"1 Preventatvie Maintenance, 1 Load Bank Test, 4 Battery String Tests",12/1/2015,NU-1408-02 Rev 3,PUR0802587,12/2/2014,1 Year,No,No,No,No,,In Service,11/4/2013 10:19,Import [POWER],,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,Abbott Hall,Chicago,,No,No,5,C-710 CUP 150kW Generator  [Power 28-5],28-5,Power,,,,,NUIT-CI-SO,,,No,No,,,,,,,11/4/2013 10:19,Import [POWER],,Caterpillar,,SR4,C-710 CUP 150kW Generator,,,,,,,,Generator,,,,,,,Parking Lot,6JA00712,,,,,,,,,No,No,No,No,,In Service,11/4/2013 10:19,Import [POWER],,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,Abbott Hall,Chicago,,No,No,6,C-710 NUIT 750kW Generator  [Power 28-6],28-6,Power,,,,,NUIT-CI-SO,,,No,No,,,,,,,10/26/2016 15:47,pks792,,Caterpillar,,SR4,C-710 NUIT 750kW Generator,,,,,,,,Generator,,,,,,,Parking Lot,6EJ00536,,,,,,,,,No,No,No,No,,Out of Service,11/4/2013 10:19,Import [POWER],,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,Leverone Hall,Evanston,,No,No,7,E-2001 ATS-1  [Power 28-7],28-7,Power,,,,,NUIT-CI-SO,,,No,No,,,,,,,11/4/2013 10:19,Import [POWER],,ASCO,,H7ACTBA30800C5XC,E-2001 ATS-1,,,,,,,,Auto Transfer Switch,,,,,,,G364A,347910-001 FP,,,,,,,,,No,No,No,No,,In Service,11/4/2013 10:19,Import [POWER],,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,Leverone Hall,Evanston,,No,No,8,E-2001 ATS-2  [Power 28-8],28-8,Power,,,,,NUIT-CI-SO,,,No,No,,,,,,,11/4/2013 10:19,Import [POWER],,ASCO,,H7ACTBA30800C5XC,E-2001 ATS-2,,,,,,,,Auto Transfer Switch,,,,,,,G364A,347910-002 FP,,,,,,,,,No,No,No,No,,In Service,11/4/2013 10:19,Import [POWER],,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,Leverone Hall,Evanston,,No,No,9,E-2001 ATS-KGSM  [Power 28-9],28-9,Power,,,,,NUIT-CI-SO,,,No,No,,,,,,,3/26/2015 11:18,Approval,,ASCO,,E7ACTBA30400C5XC,E-2001 ATS-KGSM,,,,,,,,Auto Transfer Switch,,,,,,,G182,347911,,,,,,,,,No,No,No,No,,In Service,11/4/2013 10:19,Import [POWER],,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,Leverone Hall,Evanston,,No,No,10,E-2001 ATS-RADIO TOWER  [Power 28-10],28-10,Power,,,,,NUIT-CI-SO,,,No,No,,,,,,,11/4/2013 10:19,Import [POWER],,ASCO,,D00300030070C1XC,E-2001 ATS-RADIO TOWER,,,,,,,,Auto Transfer Switch,,,,,,,G364A,360089-005 RE,,,,,,,,,No,No,No,No,,In Service,11/4/2013 10:19,Import [POWER],,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,24,,Technological Institute,Evanston,,No,No,11,E-2145 Sageon Sentry 450A DC Plant B  [Power 28-11],28-11,Power,,,,,NUIT-CI-SO,,,No,No,,,,,,,7/12/2017 15:02,pks792,,C&D/Powercom,,C&D AT-27 48V 1 String,E-2145 Sageon Sentry 450A DC Plant B,,,1,,,,,DC Rectifier Plant and Batteries,,,,,,,LB15,EPS0509914,,,"1 Preventatvie Maintenance, 1 Load Bank Test, 4 Battery String Tests",2/9/2016,NU-1502-02 Rev 1,PUR0819652,2/10/2015,1 Year,No,No,No,No,,In Service,11/4/2013 10:19,Import [POWER],,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,24,,Kresge Underground,Evanston,,No,No,12,E-1855 Sageon Sentry 450A DC Plant  [Power 28-12],28-12,Power,,,,,NUIT-CI-SO,,,No,No,,,,,,,7/10/2015 9:55,Import [Power Warranty & Service Import],,C&D/Powercom,,C&D AT-27 48V 1 String,E-1855 Sageon Sentry 450A DC Plant,,,1,,,,,DC Rectifier Plant and Batteries,,,,,,,,APS0614199,,,"1 Preventatvie Maintenance, 1 Load Bank Test, 4 Battery String Tests",2/9/2016,NU-1502-03 Rev 1,PUR0819755,2/10/2015,1 Year,No,No,No,No,,In Service,11/4/2013 10:19,Import [POWER],,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,24,,Technological Institute,Evanston,,No,No,13,E-2145 Sageon Sentry 450A DC Plant A  [Power 28-13],28-13,Power,,,,,NUIT-CI-SO,,,No,No,,,,,,,7/12/2017 15:05,pks792,,C&D/Powercom,,C&D AT-27 48V 1 String,E-2145 Sageon Sentry 450A DC Plant A,,,1,,,,,DC Rectifier Plant and Batteries,,,,,,,LB15,APS0614201,,,"1 Preventatvie Maintenance, 1 Load Bank Test, 4 Battery String Tests",2/9/2016,NU-1502-04 Rev 1,PUR0819835,2/10/2015,1 Year,No,No,No,No,,In Service,11/4/2013 10:19,Import [POWER],,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,24,,Leverone Hall,Evanston,,No,No,14,E-2001 VORTEX (5) 200A DC PLANT A  [Power 28-14],28-14,Power,,,,,NUIT-CI-SO,,,No,No,,,,,,,7/10/2015 9:55,Import [Power Warranty & Service Import],,Emerson/Lorain,,LPS48E1 582140000,E-2001 VORTEX (5) 200A DC PLANT A,,,2,,,,,DC Rectifier Plant and Batteries,,,,,,,G364A,3819412,,,"1 Preventatvie Maintenance, 1 Load Bank Test, 4 Battery String Tests",12/1/2015,NU-1408-01 Rev 3,PUR0796829,12/2/2014,1 Year,No,No,No,No,,In Service,11/4/2013 10:19,Import [POWER],,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,24,,Leverone Hall,Evanston,,No,No,15,E-2001 VORTEX (5) 200A DC PLANT B  [Power 28-15],28-15,Power,,,,,NUIT-CI-SO,,,No,No,,,,,,,7/10/2015 9:55,Import [Power Warranty & Service Import],,Emerson/Lorain,,LPS48E1 582140000,E-2001 VORTEX (5) 200A DC PLANT B,,,2,,,,,DC Rectifier Plant and Batteries,,,,,,,G364A,3819413,,,"1 Preventatvie Maintenance, 1 Load Bank Test, 4 Battery String Tests",12/1/2015,NU-1408-01 Rev 3,PUR0796829,12/2/2014,1 Year,No,No,No,No,,In Service,11/4/2013 10:19,Import [POWER],,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,Leverone Hall,Evanston,,No,No,16,E-2001 Generator  [Power 28-16],28-16,Power,,,,,NUIT-CI-SO,,,No,No,,,,,,,11/4/2013 10:19,Import [POWER],,Generac,,6798020100,E-2001 Generator,,,,,,,,Generator,,,,,,,Loading Dock,2089404,,,,,,,,,No,No,No,No,,In Service,11/4/2013 10:19,Import [POWER],,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,2020 RIDGE AV,Evanston,,No,No,18,E-2020 PDR-E12  [Power 28-18],28-18,Power,,,,,NUIT-CI-SO,,,No,No,,,,,,,7/10/2015 9:55,Import [Power Warranty & Service Import],,Eaton/Powerware,,253045-001,E-2020 PDR-E12,,,,,,,,PDR,,,,,,,172,EC504RXX11,,,"4-Hr Response, 7x24 Coverage",10/31/2015,127363,PUR0794280,4/9/2015,6 Months 22 Days,No,No,No,No,,In Service,11/4/2013 10:19,Import [POWER],,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,2020 RIDGE AV,Evanston,,No,No,19,E-2020 PDR-N7  [Power 28-19],28-19,Power,,,,,NUIT-CI-SO,,,No,No,,,,,,,7/10/2015 9:55,Import [Power Warranty & Service Import],,Eaton/Powerware,,253045-001,E-2020 PDR-N7,,,,,,,,PDR,,,,,,,172,EC151RXX26,,,"4-Hr Response, 7x24 Coverage",10/31/2015,127363,PUR0794280,11/8/2014,11 Months 23 Days,No,No,No,No,,In Service,11/4/2013 10:19,Import [POWER],,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,2020 RIDGE AV,Evanston,,No,No,20,E-2020 PDR-O7  [Power 28-20],28-20,Power,,,,,NUIT-CI-SO,,,No,No,,,,,,,7/10/2015 9:55,Import [Power Warranty & Service Import],,Eaton/Powerware,,253045-001,E-2020 PDR-O7,,,,,,,,PDR,,,,,,,172,EC504RXX07,,,"4-Hr Response, 7x24 Coverage",10/31/2015,127363,PUR0794280,4/9/2015,6 Months 22 Days,No,No,No,No,,In Service,11/4/2013 10:19,Import [POWER],,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,2020 RIDGE AV,Evanston,,No,No,21,E-2020 PDR-Q58  [Power 28-21],28-21,Power,,,,,NUIT-CI-SO,,,No,No,,,,,,,7/10/2015 9:55,Import [Power Warranty & Service Import],,Eaton/Powerware,,253045-001,E-2020 PDR-Q58,,,,,,,,PDR,,,,,,,172,EC151RXX24,,,"4-Hr Response, 7x24 Coverage",10/31/2015,127363,PUR0794280,11/8/2014,11 Months 23 Days,No,No,No,No,,In Service,11/4/2013 10:19,Import [POWER],,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,2020 RIDGE AV,Evanston,,No,No,22,E-2020 PDR-Q7  [Power 28-22],28-22,Power,,,,,NUIT-CI-SO,,,No,No,,,,,,,7/10/2015 13:40,pks792,,Eaton/Powerware,,253045-001,E-2020 PDR-Q7,,,,,,,,PDR,,,,,,,172,EC504RXX06,,,"4-Hr Response, 7x24 Coverage",10/31/2015,127363,PUR0794280,4/9/2015,6 Months 22 Days,No,No,No,No,,In Service,11/4/2013 10:19,Import [POWER],,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,2020 RIDGE AV,Evanston,,No,No,23,E-2020 PDR-R7  [Power 28-23],28-23,Power,,,,,NUIT-CI-SO,,,No,No,,,,,,,7/10/2015 9:55,Import [Power Warranty & Service Import],,Eaton/Powerware,,253045-001,E-2020 PDR-R7,,,,,,,,PDR,,,,,,,172,EC504RXX09,,,"4-Hr Response, 7x24 Coverage",10/31/2015,127363,PUR0794280,4/9/2015,6 Months 22 Days,No,No,No,No,,In Service,11/4/2013 10:19,Import [POWER],,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,2020 RIDGE AV,Evanston,,No,No,24,E-2020 PDR-W34  [Power 28-24],28-24,Power,,,,,NUIT-CI-SO,,,No,No,,,,,,,7/10/2015 9:55,Import [Power Warranty & Service Import],,Eaton/Powerware,,253045-001,E-2020 PDR-W34,,,,,,,,PDR,,,,,,,172,EC504RXX08,,,"4-Hr Response, 7x24 Coverage",10/31/2015,127363,PUR0794280,4/9/2015,6 Months 22 Days,No,No,No,No,,In Service,11/4/2013 10:19,Import [POWER],,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,2020 RIDGE AV,Evanston,,No,No,25,E-2020 PDR-W39  [Power 28-25],28-25,Power,,,,,NUIT-CI-SO,,,No,No,,,,,,,7/10/2015 9:55,Import [Power Warranty & Service Import],,Eaton/Powerware,,253045-001,E-2020 PDR-W39,,,,,,,,PDR,,,,,,,172,EC504RXX10,,,"4-Hr Response, 7x24 Coverage",10/31/2015,127363,PUR0794280,4/9/2015,6 Months 22 Days,No,No,No,No,,In Service,11/4/2013 10:19,Import [POWER],,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,2020 RIDGE AV,Evanston,,No,No,26,E-2020 PDR-W43  [Power 28-26],28-26,Power,,,,,NUIT-CI-SO,,,No,No,,,,,,,7/10/2015 9:55,Import [Power Warranty & Service Import],,Eaton/Powerware,,253045-001,E-2020 PDR-W43,,,,,,,,PDR,,,,,,,172,EC151RXX23,,,"4-Hr Response, 7x24 Coverage",10/31/2015,127363,PUR0794280,11/8/2014,11 Months 23 Days,No,No,No,No,,In Service,11/4/2013 10:19,Import [POWER],,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,2020 RIDGE AV,Evanston,,No,No,27,E-2020 PDR-W48  [Power 28-27],28-27,Power,,,,,NUIT-CI-SO,,,No,No,,,,,,,7/10/2015 9:55,Import [Power Warranty & Service Import],,Eaton/Powerware,,253045-001,E-2020 PDR-W48,,,,,,,,PDR,,,,,,,172,EC151RXX25,,,"4-Hr Response, 7x24 Coverage",10/31/2015,127363,PUR0794280,11/8/2014,11 Months 23 Days,No,No,No,No,,In Service,11/4/2013 10:19,Import [POWER],,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,2020 RIDGE AV,Evanston,,No,No,28,E-2020 PDR-W62  [Power 28-28],28-28,Power,,,,,NUIT-CI-SO,,,No,No,,,,,,,7/10/2015 9:55,Import [Power Warranty & Service Import],,Eaton/Powerware,,253045-001,E-2020 PDR-W62,,,,,,,,PDR,,,,,,,172,EC082RXX01,,,"4-Hr Response, 7x24 Coverage",10/31/2015,127363,PUR0794280,3/3/2015,7 Months 29 Days,No,No,No,No,,In Service,11/4/2013 10:19,Import [POWER],,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,2020 RIDGE AV,Evanston,,No,No,29,E-2020 PDU-DC-1  [Power 28-29],28-29,Power,,,,,NUIT-CI-SO,,,No,No,,,,,,,7/10/2015 9:55,Import [Power Warranty & Service Import],,Eaton/Powerware,,297239-001,E-2020 PDU-DC-1,,,,,,,,PDU,,,,,,,184,EC495RXX05,,,"4-Hr Response, 7x24 Coverage",10/31/2015,127349,PUR0794243,4/7/2015,6 Months 24 Days,No,No,No,No,,In Service,11/4/2013 10:19,Import [POWER],,,,,,,,,,,,,,,
