Application _Primary_Support1,Application_Annual_Cost,Application_Description,Application_Environment,Application_License_Details,Application_License_Model,Application_OS_Dependency,Application_Primary_Support2,Application_Primary_Support3,Application_Purchase_Cost,Application_Schedule_Frequency,Application_Type,Application_Vendor_Contact,Application_Vendor_Email,Application_Vendor_Name,Application_Vendor_Phone,Application_Version,Attached Storage,Batteries per String,Battery String Manufacturer Install Year,Building,Campus,Category,Change Control Plan,Change Control Plan Attached,CI ID,CI Name,CI Number,CI Type,Cooling Device,CPU Count,DAPS Management,Date Received,Department,Department Details,Drive Partitions,Escalation Procedures,Escalation Procedures Attached,External Document Repository,Floor,Host Name (For Virtual),In Service Date,Internal Support Level,IP Address,Last Edit Date/Time,Last Edit User,MAC Address,Manufacturer,Memory,Model,Name,Name (DNS),Notes,Number of Battery Strings,Operating System,Original Purchase Order,Out of Service Date,Owner,Power Device,Primary Application,Primary_Function,Purchase Cost,Purchase Date,Rack,Rail,Room Number,Serial Number,Server Type,Server_Environment,Service Contract Description,Service Contract End Date,Service Contract Number,Service Contract Purchase Order Number,Service Contract Start Date,Service Contract Term,Service Design Package,Service Design Package Attached?,Service Level Agreement,Service Level Agreement Attached,Service Management Notes,Status,Submit Date/Time,Submitter,Support Cost,Support Expiration Date,System_Audience,System_External_Contact_Details,System_Family,System_Overview,System_Owner,System_Type,Warranty Cost,Warranty Description,Warranty Expiration,Warranty Expiration Date,Warranty Number,Warranty Start Date,Warranty Term
,,,,,,,,,,,,,,,,,,,,2020 RIDGE AV,Evanston,,No,No,30,E-2020 PDU-DC-2  [Power 28-30],28-30,Power,,,,,NUIT-CI-SO,,,No,No,,,,,,,7/10/2015 9:55,Import [Power Warranty & Service Import],,Eaton/Powerware,,297239-001,E-2020 PDU-DC-2,,,,,,,,PDU,,,,,,,184,EC495RXX06,,,"4-Hr Response, 7x24 Coverage",10/31/2015,127349,PUR0794243,4/7/2015,6 Months 24 Days,No,No,No,No,,In Service,11/4/2013 10:19,Import [POWER],,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,2020 RIDGE AV,Evanston,,No,No,31,E-2020 PDU-DC-5  [Power 28-31],28-31,Power,,,,,NUIT-CI-SO,,,No,No,,,,,,,3/23/2017 14:06,pks792,,Eaton/Powerware,,297239-001,E-2020 PDU-DC-5,,,,,,,,PDU,,,,,,,184,EB526RXX01,,,"4-Hr Response, 7x24 Coverage",10/31/2015,127349,PUR0794243,3/3/2015,7 Months 29 Days,No,No,No,No,,Out of Service,11/4/2013 10:19,Import [POWER],,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,2020 RIDGE AV,Evanston,,No,No,32,E-2020 PDU-DC-6  [Power 28-32],28-32,Power,,,,,NUIT-CI-SO,,,No,No,,,,,,,7/10/2015 9:55,Import [Power Warranty & Service Import],,Eaton/Powerware,,297239-001,E-2020 PDU-DC-6,,,,,,,,PDU,,,,,,,184,EC182RXX06,,,"4-Hr Response, 7x24 Coverage",10/31/2015,127349,PUR0794243,7/1/2014,1 Year 4 Months,No,No,No,No,,In Service,11/4/2013 10:19,Import [POWER],,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,2020 RIDGE AV,Evanston,,No,No,33,E-2020 PDU-RS-1  [Power 28-33],28-33,Power,,,,,NUIT-CI-SO,,,No,No,,,,,,,7/10/2015 9:55,Import [Power Warranty & Service Import],,Eaton/Powerware,,297239-001,E-2020 PDU-RS-1,,,,,,,,PDU,,,,,,,184,EC495RXX03,,,"4-Hr Response, 7x24 Coverage",10/31/2015,127349,PUR0794243,4/7/2015,6 Months 24 Days,No,No,No,No,,In Service,11/4/2013 10:19,Import [POWER],,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,2020 RIDGE AV,Evanston,,No,No,34,E-2020 PDU-RS-2  [Power 28-34],28-34,Power,,,,,NUIT-CI-SO,,,No,No,,,,,,,7/10/2015 9:55,Import [Power Warranty & Service Import],,Eaton/Powerware,,297239-001,E-2020 PDU-RS-2,,,,,,,,PDU,,,,,,,184,EC495RXX04,,,"4-Hr Response, 7x24 Coverage",10/31/2015,127349,PUR0794243,4/7/2015,6 Months 24 Days,No,No,No,No,,In Service,11/4/2013 10:19,Import [POWER],,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,40,,2020 RIDGE AV,Evanston,,No,No,35,E-2020 A-UPM-1  [Power 28-35],28-35,Power,,,,,NUIT-CI-SO,,,No,No,,,,,,,2/9/2016 10:21,pks792,,Eaton/Powerware,,9390-160,E-2020 A-UPM-1,,,1,,,,,UPS 3 Phase and Batteries,,,,,,,184,EC494CBB15,,,"4-Hr Response, 7x24 Coverage",10/31/2015,127236,PUR0794176,4/7/2015,6 Months 24 Days,No,No,No,No,,In Service,11/4/2013 10:19,Import [POWER],,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,40,,2020 RIDGE AV,Evanston,,No,No,36,E-2020 A-UPM-2  [Power 28-36],28-36,Power,,,,,NUIT-CI-SO,,,No,No,,,,,,,2/9/2016 10:21,pks792,,Eaton/Powerware,,9390-160,E-2020 A-UPM-2,,,1,,,,,UPS 3 Phase and Batteries,,,,,,,184,EC501CBB06,,,"4-Hr Response, 7x24 Coverage",10/31/2015,127236,PUR0794176,4/7/2015,6 Months 24 Days,No,No,No,No,,In Service,11/4/2013 10:19,Import [POWER],,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,40,,2020 RIDGE AV,Evanston,,No,No,37,E-2020 A-UPM-3  [Power 28-37],28-37,Power,,,,,NUIT-CI-SO,,,No,No,,,,,,,2/9/2016 10:22,pks792,,Eaton/Powerware,,9390-160,E-2020 A-UPM-3,,,1,,,,,UPS 3 Phase and Batteries,,,,,,,184,EC494CBB03,,,"4-Hr Response, 7x24 Coverage",10/31/2015,127236,PUR0794176,4/7/2015,6 Months 24 Days,No,No,No,No,,In Service,11/4/2013 10:19,Import [POWER],,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,40,,Leverone Hall,Evanston,,No,No,38,E-2001 Liebert Npower 100kVA UPS-1  [Power 28-38],28-38,Power,,,,,NUIT-CI-SO,,,No,No,,,,,,,7/10/2015 9:55,Import [Power Warranty & Service Import],,Emerson/Liebert,,37SA100CCC6BF73,E-2001 Liebert Npower 100kVA UPS-1,,,2,,,,,UPS 3 Phase and Batteries,,,,,,,G364A,1359953,,,"Guaranteed 4-Hr on-site emergency response, 7 days/week, 24 hours/day",1/29/2016,Q02223748,PUR0795575,1/30/2015,1 year,No,No,No,No,,In Service,11/4/2013 10:19,Import [POWER],,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,40,,Leverone Hall,Evanston,,No,No,39,E-2001 Liebert Npower 100kVA UPS-2  [Power 28-39],28-39,Power,,,,,NUIT-CI-SO,,,No,No,,,,,,,7/10/2015 9:55,Import [Power Warranty & Service Import],,Emerson/Liebert,,37SA100CCC6BF73,E-2001 Liebert Npower 100kVA UPS-2,,,2,,,,,UPS 3 Phase and Batteries,,,,,,,G364A,1359954,,,"Guaranteed 4-Hr on-site emergency response, 7 days/week, 24 hours/day",1/29/2016,Q02223748,PUR0795575,1/30/2015,1 year,No,No,No,No,,In Service,11/4/2013 10:19,Import [POWER],,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,40,,2020 RIDGE AV,Evanston,,No,No,40,E-2020 B-UPM-1  [Power 28-40],28-40,Power,,,,,NUIT-CI-SO,,,No,No,,,,,,,2/8/2016 11:49,pks792,,Eaton/Powerware,,9390-160,E-2020 B-UPM-1,,,1,,,,,UPS 3 Phase and Batteries,,,,,,,184,EC494CBB13,,,"4-Hr Response, 7x24 Coverage",10/31/2015,127236,PUR0794176,4/7/2015,6 Months 24 Days,No,No,No,No,,In Service,11/4/2013 10:19,Import [POWER],,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,40,,2020 RIDGE AV,Evanston,,No,No,41,E-2020 B-UPM-2  [Power 28-41],28-41,Power,,,,,NUIT-CI-SO,,,No,No,,,,,,,2/8/2016 11:47,pks792,,Eaton/Powerware,,9390-160,E-2020 B-UPM-2,,,1,,,,,UPS 3 Phase and Batteries,,,,,,,184,EA076CBA03,,,"4-Hr Response, 7x24 Coverage",10/31/2015,127236,PUR0794176,5/2/2014,1 Year 5 Months 30 Days,No,No,No,No,,In Service,11/4/2013 10:19,Import [POWER],,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,40,,2020 RIDGE AV,Evanston,,No,No,42,E-2020 B-UPM-3  [Power 28-42],28-42,Power,,,,,NUIT-CI-SO,,,No,No,,,,,,,2/8/2016 11:48,pks792,,Eaton/Powerware,,9390-160,E-2020 B-UPM-3,,,1,,,,,UPS 3 Phase and Batteries,,,,,,,184,EC164CBA02,,,"4-Hr Response, 7x24 Coverage",10/31/2015,127236,PUR0794176,7/1/2014,1 Year 4 Months,No,No,No,No,,In Service,11/4/2013 10:19,Import [POWER],,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,40,,2020 RIDGE AV,Evanston,,No,No,43,E-2020 B-UPM-4  [Power 28-43],28-43,Power,,,,,NUIT-CI-SO,,,No,No,,,,,,,2/8/2016 11:48,pks792,,Eaton/Powerware,,9390-160,E-2020 B-UPM-4,,,1,,,,,UPS 3 Phase and Batteries,,,,,,,184,EE262CBB03,,,,,,,,,No,No,No,No,,In Service,11/4/2013 10:19,Import [POWER],,,,,,,,,,"4-Hr Response, 7x24 Coverage",7/11/2016,,,,
,,,,,,,,,,,,,,,,,,40,,2020 RIDGE AV,Evanston,,No,No,44,E-2020 B-UPM-5  [Power 28-44],28-44,Power,,,,,NUIT-CI-SO,,,No,No,,,,,,,2/9/2016 11:42,pks792,,Eaton/Powerware,,9390-160,E-2020 B-UPM-5,,,1,,,,,UPS 3 Phase and Batteries,,,,,,,184,EG294CBC09,,,,,,,,,No,No,No,No,,In Service,11/4/2013 10:19,Import [POWER],,,,,,,,,,"4-Hr Response, 7x24 Coverage",1/30/2019,,,,
,,,,,,,,,,,,,,,,,,40,,Technological Institute,Evanston,,No,No,45,LG87 300kVA UPS  [Power 28-45],28-45,Power,,,,,NUIT-CI-SO,,,No,No,,,,,,,3/22/2017 12:02,pks792,,Emerson/Liebert,,U39SA300CCCD087,LG87 300kVA UPS,,,2,,,,,UPS 3 Phase and Batteries,,,,,,,LG87,D08E5B00001,,,"Guaranteed 4-Hr on-site emergency response, 7 days/week, 24 hours/day",6/25/2016,Q02292619,PUR0839532,6/26/2015,1 Year,No,No,No,No,,In Service,11/4/2013 10:19,Import [POWER],,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,2020 RIDGE AV,Evanston,,No,No,83,E-2020 PDU-RS-3  [Power 28-83],28-83,Power,,,,,NUIT-CI-SO,,,No,No,,,,,,,7/10/2015 13:44,pks792,,Eaton/Powerware,,297239-001,E-2020 PDU-RS-3,,,,,,,,PDU,,,,,,,172,EE502SXX01,,,"4-Hr Response, 7x24 Coverage",10/31/2015,127349,PUR0794243,11/1/2014,1 Year,No,No,No,No,,In Service,6/2/2014 13:21,pks792,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,2020 RIDGE AV,Evanston,,No,No,87,E-2020 PDU-STS-1  [Power 28-87],28-87,Power,,,,,NUIT-CI-SO,,,No,No,,,,,,,7/21/2015 10:58,Import [Power Warranty & Service Import],,LayerZero Power Systems,,ePODs TYPE X,E-2020 PDU-STS-1,,,,,PUR0838257,,,PDU,,,,,,,184,10579-1,,,,,,,,,No,No,No,No,,In Service,6/18/2015 8:15,pks792,,,,,,,,,,"4-HR Onsite Emergency Response, 2 PMs Mon-Fri 8:00AM-5:00PM",6/17/2020,,LZQO12161-01,6/18/2015,5 Years
,,,,,,,,,,,,,,,,,,,,2020 RIDGE AV,Evanston,,No,No,89,E-2020 PDU-DC-4  [Power 28-89],28-89,Power,,,,,NUIT-CI-SO,,,No,No,,,,,,,7/21/2015 10:58,Import [Power Warranty & Service Import],,LayerZero Power Systems,,ePODs TYPE X,E-2020 PDU-DC-4,,,,,PUR0848315,,,PDU,,,,,,,184,10587-1,,,,,,,,,No,No,No,No,,In Service,6/18/2015 8:18,pks792,,,,,,,,,,"4-HR Onsite Emergency Response, 2 PMs Mon-Fri 8:00AM-5:00PM",6/17/2020,,LZQO12212-01B,6/18/2015,5 Years
,,,,,,,,,,,,,,,,,,,,2020 RIDGE AV,Evanston,,No,No,84,E-2020 PDU-RS-4  [Power 28-84],28-84,Power,,,,,NUIT-CI-SO,,,No,No,,,,,,,7/10/2015 13:45,pks792,,Eaton/Powerware,,297239-001,E-2020 PDU-RS-4,,,,,,,,PDU,,,,,,,172,EE511SXX01,,,"4-Hr Response, 7x24 Coverage",10/31/2015,127349,PUR0794243,11/1/2014,1 Year,No,No,No,No,,In Service,6/2/2014 13:22,pks792,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,40,,2020 RIDGE AV,Evanston,,No,No,98,E-2020 A-UPM-5  [Power 28-98],28-98,Power,,,,,NUIT-CI-SO,,,No,No,,,,,,,10/11/2019 16:05,pks792,,,,9390-160,E-2020 A-UPM-5,,,1,,PUR0863700,,,UPS 3 Phase and Batteries,,,,,,,184,EJ287CBC15 ,,,,,,,,,No,No,No,No,,In Service,2/9/2016 9:57,pks792,,,,,,,,,,"4-Hr Response, 7x24 Coverage",1/28/2021,,,,
,,,,,,,,,,,,,,,,,,,,Abbott Hall,Chicago,,No,No,99,C-710 NIT 1.5MW Generator  [Power 28-99],28-99,Power,,,,,NUIT-CI-SO,,,No,No,,,,,,,2/19/2016 14:23,pks792,,Cummins,,C1500D6RG,C-710 NIT 1.5MW Generator,,,,,PUR0944864,,,Generator,,,,,,,Parking Lot,J120398717,,,,,,,,,No,No,No,No,,In Service,2/19/2016 14:23,pks792,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,Abbott Hall,Chicago,,No,No,46,C-710 Chloride 250kVA UPS-A  [Power 28-46],28-46,Power,,,,,NUIT-CI-SO,,,No,No,,,,,,,2/9/2016 9:28,pks792,,Emerson/Liebert/Chloride,,EP9040025044P,C-710 Chloride 250kVA UPS-A,,,,,,,,UPS 3 Phase and Batteries,,,,,,,B04,B242065,,,,,,,,,No,No,No,No,,Out of Service,11/4/2013 11:00,Import [POWER],,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,Abbott Hall,Chicago,,No,No,47,C-710 Chloride 250kVA UPS-B  [Power 28-47],28-47,Power,,,,,NUIT-CI-SO,,,No,No,,,,,,,2/9/2016 9:29,pks792,,Emerson/Liebert/Chloride,,EP9040025044P,C-710 Chloride 250kVA UPS-B,,,,,,,,UPS 3 Phase and Batteries,,,,,,,B04,B242066,,,,,,,,,No,No,No,No,,Out of Service,11/4/2013 11:00,Import [POWER],,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,2020 RIDGE AV,Evanston,,No,No,48,E-2020 UTIL-SWBD-1  [Power 28-48],28-48,Power,,,,,NUIT-CI-SO,,,No,No,,,,,,,11/4/2013 11:01,Import [POWER],,Eaton/Cutler Hammer,,MAGNUM DS SWITCHGEAR,E-2020 UTIL-SWBD-1,,,,,,,,Main Switchgear,,,,,,,193,MCG0003858-001,,,,,,,,,No,No,No,No,,In Service,11/4/2013 11:01,Import [POWER],,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,2020 RIDGE AV,Evanston,,No,No,49,E-2020 DC-MBC  [Power 28-49],28-49,Power,,,,,NUIT-CI-SO,,,No,No,,,,,,,11/4/2013 11:01,Import [POWER],,Eaton/Cutler Hammer,,POW-R-LINE SWITCHBOARD,E-2020 DC-MBC,,,,,,,,Switchboard,,,,,,,184,RN333045-10B,,,,,,,,,No,No,No,No,,In Service,11/4/2013 11:01,Import [POWER],,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,2020 RIDGE AV,Evanston,,No,No,50,E-2020 DC-MDP  [Power 28-50],28-50,Power,,,,,NUIT-CI-SO,,,No,No,,,,,,,11/4/2013 11:01,Import [POWER],,Eaton/Cutler Hammer,,POW-R-LINE SWITCHBOARD,E-2020 DC-MDP,,,,,,,,Switchboard,,,,,,,184,MCG0003858-005,,,,,,,,,No,No,No,No,,In Service,11/4/2013 11:01,Import [POWER],,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,2020 RIDGE AV,Evanston,,No,No,51,E-2020 DC-SWBD-1  [Power 28-51],28-51,Power,,,,,NUIT-CI-SO,,,No,No,,,,,,,11/4/2013 11:01,Import [POWER],,Eaton/Cutler Hammer,,POW-R-LINE SWITCHBOARD,E-2020 DC-SWBD-1,,,,,,,,Switchboard,,,,,,,184,MCG0003858-004,,,,,,,,,No,No,No,No,,In Service,11/4/2013 11:01,Import [POWER],,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,2020 RIDGE AV,Evanston,,No,No,52,E-2020 GEN-BYPASS-SWBD  [Power 28-52],28-52,Power,,,,,NUIT-CI-SO,,,No,No,,,,,,,11/4/2013 11:01,Import [POWER],,Eaton/Cutler Hammer,,POW-R-LINE SWITCHBOARD,E-2020 GEN-BYPASS-SWBD,,,,,,,,Switchboard,,,,,,,193,MCG0003858-013,,,,,,,,,No,No,No,No,,In Service,11/4/2013 11:01,Import [POWER],,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,2020 RIDGE AV,Evanston,,No,No,53,E-2020 GEN-SWBD-1  [Power 28-53],28-53,Power,,,,,NUIT-CI-SO,,,No,No,,,,,,,11/4/2013 11:01,Import [POWER],,Eaton/Cutler Hammer,,POW-R-LINE SWITCHBOARD,E-2020 GEN-SWBD-1,,,,,,,,Switchboard,,,,,,,193,MCG0003858-002,,,,,,,,,No,No,No,No,,In Service,11/4/2013 11:01,Import [POWER],,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,2020 RIDGE AV,Evanston,,No,No,54,E-2020 HDP-1  [Power 28-54],28-54,Power,,,,,NUIT-CI-SO,,,No,No,,,,,,,11/4/2013 11:01,Import [POWER],,Eaton/Cutler Hammer,,POW-R-LINE SWITCHBOARD,E-2020 HDP-1,,,,,,,,Switchboard,,,,,,,184,MCG0003858-007,,,,,,,,,No,No,No,No,,In Service,11/4/2013 11:01,Import [POWER],,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,2020 RIDGE AV,Evanston,,No,No,55,E-2020 HDP-2  [Power 28-55],28-55,Power,,,,,NUIT-CI-SO,,,No,No,,,,,,,11/4/2013 11:01,Import [POWER],,Eaton/Cutler Hammer,,POW-R-LINE SWITCHBOARD,E-2020 HDP-2,,,,,,,,Switchboard,,,,,,,184,MCG0003858-008,,,,,,,,,No,No,No,No,,In Service,11/4/2013 11:01,Import [POWER],,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,2020 RIDGE AV,Evanston,,No,No,56,E-2020 HDP-3  [Power 28-56],28-56,Power,,,,,NUIT-CI-SO,,,No,No,,,,,,,11/4/2013 11:01,Import [POWER],,Eaton/Cutler Hammer,,POW-R-LINE SWITCHBOARD,E-2020 HDP-3,,,,,,,,Switchboard,,,,,,,184,MCG0003858-010,,,,,,,,,No,No,No,No,,In Service,11/4/2013 11:01,Import [POWER],,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,2020 RIDGE AV,Evanston,,No,No,57,E-2020 HDP-4  [Power 28-57],28-57,Power,,,,,NUIT-CI-SO,,,No,No,,,,,,,11/4/2013 11:01,Import [POWER],,Eaton/Cutler Hammer,,POW-R-LINE SWITCHBOARD,E-2020 HDP-4,,,,,,,,Switchboard,,,,,,,184,MCG0003858-009,,,,,,,,,No,No,No,No,,In Service,11/4/2013 11:01,Import [POWER],,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,2020 RIDGE AV,Evanston,,No,No,58,E-2020 HVAC-SWBD-1  [Power 28-58],28-58,Power,,,,,NUIT-CI-SO,,,No,No,,,,,,,11/4/2013 11:01,Import [POWER],,Eaton/Cutler Hammer,,POW-R-LINE SWITCHBOARD,E-2020 HVAC-SWBD-1,,,,,,,,Switchboard,,,,,,,193,MCG0003858-003,,,,,,,,,No,No,No,No,,In Service,11/4/2013 11:01,Import [POWER],,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,2020 RIDGE AV,Evanston,,No,No,59,E-2020 RS-MBC  [Power 28-59],28-59,Power,,,,,NUIT-CI-SO,,,No,No,,,,,,,11/4/2013 11:01,Import [POWER],,Eaton/Cutler Hammer,,POW-R-LINE SWITCHBOARD,E-2020 RS-MBC,,,,,,,,Switchboard,,,,,,,184,RN333045-10A,,,,,,,,,No,No,No,No,,In Service,11/4/2013 11:01,Import [POWER],,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,2020 RIDGE AV,Evanston,,No,No,60,E-2020 RS-MDP  [Power 28-60],28-60,Power,,,,,NUIT-CI-SO,,,No,No,,,,,,,11/4/2013 11:01,Import [POWER],,Eaton/Cutler Hammer,,POW-R-LINE SWITCHBOARD,E-2020 RS-MDP,,,,,,,,Switchboard,,,,,,,184,MCG0003858-016,,,,,,,,,No,No,No,No,,In Service,11/4/2013 11:01,Import [POWER],,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,2020 RIDGE AV,Evanston,,No,No,61,E-2020 RS-SWBD-1  [Power 28-61],28-61,Power,,,,,NUIT-CI-SO,,,No,No,,,,,,,11/4/2013 11:01,Import [POWER],,Eaton/Cutler Hammer,,POW-R-LINE SWITCHBOARD,E-2020 RS-SWBD-1,,,,,,,,Switchboard,,,,,,,184,MCG0003858-015,,,,,,,,,No,No,No,No,,In Service,11/4/2013 11:01,Import [POWER],,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,2020 RIDGE AV,Evanston,,No,No,80,E-2020 1.5MW Generator  [Power 28-80],28-80,Power,,,,,NUIT-CI-SO,,,No,No,,,,,,,6/18/2019 16:07,pks792,,Cummins,,C1500D6RG,E-2020 1.5MW Generator,,,,,,,,Generator,,,,,,,Dock 6,I0800208776,,,Rental Contract,8/31/2015,13733-7,PUR0858307,5/11/2015,4 Months,No,No,No,No,,Out of Service,6/2/2014 13:14,pks792,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,2020 RIDGE AV,Evanston,,No,No,81,E-2020 PDR-W30  [Power 28-81],28-81,Power,,,,,NUIT-CI-SO,,,No,No,,,,,,,7/10/2015 13:42,pks792,,Eaton/Powerware,,253045-001,E-2020 PDR-W30,,,,,,,,PDR,,,,,,,172,EE495RXX02,,,"4-Hr Response, 7x24 Coverage",10/31/2015,127363,PUR0794280,11/1/2014,1 Year,No,No,No,No,,In Service,6/2/2014 13:17,pks792,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,2020 RIDGE AV,Evanston,,No,No,82,E-2020 PDR-W52  [Power 28-82],28-82,Power,,,,,NUIT-CI-SO,,,No,No,,,,,,,7/10/2015 13:43,pks792,,Eaton/Powerware,,253045-001,E-2020 PDR-W52,,,,,,,,PDR,,,,,,,172,EE495RXX01,,,"4-Hr Response, 7x24 Coverage",10/31/2015,127363,PUR0794280,11/1/2014,1 Year,No,No,No,No,,In Service,6/2/2014 13:19,pks792,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,Abbott Hall,Chicago,,No,No,85,C-710 Chloride 225kVA UPS-Rental  [Power 28-85],28-85,Power,,,,,NUIT-CI-SO,,,No,No,,,,,,,2/9/2016 9:29,pks792,,Emerson/Liebert/Chloride,,90N225225AS44N,C-710 Chloride 225kVA UPS-Rental,,,,,,,,UPS 3 Phase and Batteries,,,,,,,B04,B310235,,,,,,,,,No,No,No,No,,Out of Service,4/22/2015 9:47,pks792,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,2020 RIDGE AV,Evanston,,No,No,86,E-2020 STS-1  [Power 28-86],28-86,Power,,,,,NUIT-CI-SO,,,No,No,,,,,,,7/21/2015 10:58,Import [Power Warranty & Service Import],,LayerZero Power Systems,,Series 70 eSTS,E-2020 STS-1,,,,,PUR0838257,,,Static Transfer Switch,,,,,,,184,10578-1,,,,,,,,,No,No,No,No,,In Service,6/18/2015 8:12,pks792,,,,,,,,,,"4-HR Onsite Emergency Response, 2 PMs Mon-Fri 8:00AM-5:00PM",6/17/2020,,LZQO12161-01,6/18/2015,5 Years
,,,,,,,,,,,,,,,,,,,,2020 RIDGE AV,Evanston,,No,No,88,E-2020 PDU-DC-3  [Power 28-88],28-88,Power,,,,,NUIT-CI-SO,,,No,No,,,,,,,7/21/2015 10:58,Import [Power Warranty & Service Import],,LayerZero Power Systems,,ePODs TYPE X,E-2020 PDU-DC-3,,,,,PUR0848315,,,PDU,,,,,,,184,10586-1,,,,,,,,,No,No,No,No,,In Service,6/18/2015 8:17,pks792,,,,,,,,,,"4-HR Onsite Emergency Response, 2 PMs Mon-Fri 8:00AM-5:00PM",6/17/2020,,LZQO12212-01B,6/18/2015,5 Years
,,,,,,,,,,,,,,,,,,20,,Abbott Hall,Chicago,,No,No,95,C-710 NX 400kVA UPS-A  [Power 28-95],28-95,Power,,,,,NUIT-CI-SO,,,No,No,,,,,,,12/14/2015 16:10,pks792,,,,38SN400A0AVA525,C-710 NX 400kVA UPS-A,,,4,,PUR0883118,,,UPS 3 Phase and Batteries,,,,,,,B04,D15H4R0001,,,,,,,,,No,No,No,No,,In Service,12/14/2015 16:10,pks792,,,,,,,,,,"1 Preventatvie Maintenance, 1 Load Bank Test, 4 Battery String Tests",2/28/2017,,,,2 Years
,,,,,,,,,,,,,,,,,,20,,Abbott Hall,Chicago,,No,No,96,C-710 NX 400kVA UPS-B  [Power 28-96],28-96,Power,,,,,NUIT-CI-SO,,,No,No,,,,,,,12/14/2015 16:13,pks792,,,,38SN400A0AVA525,C-710 NX 400kVA UPS-B,,,4,,PUR0883118,,,UPS 3 Phase and Batteries,,,,,,,B04,D15H4R0002,,,,,,,,,No,No,No,No,,In Service,12/14/2015 16:13,pks792,,,,,,,,,,"1 Preventative Maintenance, 1 Load Bank Test, 4 Battery String Tests",2/28/2017,,,,2 Years
,,,,,,,,,,,,,,,,,,40,,2020 RIDGE AV,Evanston,,No,No,97,E-2020 A-UPM-4  [Power 28-97],28-97,Power,,,,,NUIT-CI-SO,,,No,No,,,,,,,10/11/2019 16:05,pks792,,,,9390-160,E-2020 A-UPM-4,,,1,,PUR0863700,,,UPS 3 Phase and Batteries,,,,,,,184,EJ287CBC14,,,,,,,,,No,No,No,No,,In Service,2/9/2016 9:38,pks792,,,,,,,,,,"4-Hr Response, 7x24 Coverage",1/28/2021,,,,
,,,,,,,,,,,,,,,,,,240,,2020 RIDGE AV,Evanston,,No,No,101,E-2020 D-UPM-1  [Power 28-101],28-101,Power,,,,,NUIT-CI-SO,,,No,No,,,,,,,8/26/2016 17:11,pks792,,Liebert,,46SAA750ABAE671,E-2020 D-UPM-1,,,3,,PUR1011801,,,UPS 3 Phase and Batteries,,,,,,,185,D16G4H0004,,,,,,,,,No,No,No,No,,In Service,8/26/2016 17:11,pks792,,,,,,,,,,,8/23/2021,,,8/23/2016,5-Year
,,,,,,,,,,,,,,,,,,,,Abbott Hall,Chicago,,No,No,102,C-710 AB-1-4-ATS-3 IT  [Power 28-102],28-102,Power,,,,,NUIT-CI-SO,,,No,No,,,,,,,2/9/2017 16:27,pks792,,ASCO,,,C-710 AB-1-4-ATS-3 IT,,,,,,,,Auto Transfer Switch,,,,,,,110,779392-001 WE,,,,,,,,,No,No,No,No,,In Service,2/9/2017 16:22,pks792,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,Abbott Hall,Chicago,,No,No,105,C-710 AB-1-4-ATS-2 IT  [Power 28-105],28-105,Power,,,,,NUIT-CI-SO,,,No,No,,,,,,,2/14/2017 13:43,pks792,,,,2000 Transfer Control System,C-710 AB-1-4-ATS-2 IT,,,,,,,,Auto Transfer Switch,,,,,,,Dock Area,12038,,,,,,,,,No,No,No,No,,In Service,2/14/2017 13:43,pks792,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,240,,2020 RIDGE AV,Evanston,,No,No,100,E-2020 C-UPM-1  [Power 28-100],28-100,Power,,,,,NUIT-CI-SO,,,No,No,,,,,,,8/26/2016 17:12,pks792,,Liebert,,46SAA750ABAE671,E-2020 C-UPM-1,,,3,,PUR1011801,,,UPS 3 Phase and Batteries,,,,,,,185,D16G4H0003,,,,,,,,,No,No,No,No,,In Service,8/26/2016 17:10,pks792,,,,,,,,,,,8/23/2021,,,8/23/2016,5-Year
,,,,,,,,,,,,,,,,,,,,2020 RIDGE AV,Evanston,,No,No,106,E-2020 1.5MW Generator  [Power 28-106],28-106,Power,,,,,NUIT-CI-SO-ServiceOperations,,,No,No,,,,,,,6/18/2019 16:06,pks792,,Cummins,,C1500D6RG,E-2020 1.5MW Generator,,,,,,,,Generator,,,,,,,Dock 6,B160926045,,,,,,,,,No,No,No,No,,In Service,6/18/2019 16:06,pks792,,,,,,,,,,,,,,,
