name,fqdn,guest
VFSMPSYCCJCCAPP,VFSMPSYCCJCCAPP.FSM.NORTHWESTERN.EDU,MICROSOFT WINDOWS SERVER 2012 (64-BIT)
VFSMFOCUSAPP1,VFSMFOCUSAPP1.FSM.NORTHWESTERN.EDU,
VFSMMSSPHP01,VFSMMSSPHP01.FSM.NORTHWESTERN.EDU,MICROSOFT WINDOWS SERVER 2012 (64-BIT)
VFSMDOCKERDB02.FSM.NORTHWESTERN.EDU,VFSMDOCKERDB02.FSM.NORTHWESTERN.EDU,MICROSOFT WINDOWS SERVER 2012 (64-BIT)
VTFSMSTSAPP01.FSM.NORTHWESTERN.EDU,VTFSMSTSAPP01.FSM.NORTHWESTERN.EDU,
VTFSMDFS,VTFSMDFS.FSM.NORTHWESTERN.EDU,
VTFSMCARDIAREDCAPDB,,
VTFSMGHSLDB01,,
VFSMLURIEWEB,VFSMLURIEWEB.FSM.NORTHWESTERN.EDU,
VFSMNIACALAPP01.FSM.NORTHWESTERN.EDU,VFSMNIACALAPP01.FSM.NORTHWESTERN.EDU,RED HAT ENTERPRISE LINUX 7 (64-BIT)
VFSMI2B2APP02.FSM.NORTHWESTERN.EDU,VFSMI2B2APP02.FSM.NORTHWESTERN.EDU,CENTOS 4/5 OR LATER (64-BIT)
VFSMSHRINE02,VFSMSHRINE02.FSM.NORTHWESTERN.EDU,CENTOS 4/5 OR LATER (64-BIT)
VTFSMMSSWEBTST1,VTFSMMSSWEBTST1.FSM.NORTHWESTERN.EDU,
VFSMCBITSWEB.FSM.NORTHWESTERN.EDU,VFSMCBITSWEB.FSM.NORTHWESTERN.EDU,MICROSOFT WINDOWS SERVER 2012 (64-BIT)
VFSMMSSDBPRD2,VFSMMSSDBPRD2.FSM.NORTHWESTERN.EDU,
VTFSMRSHINY01.FSM.NORTHWESTERN.EDU,VTFSMRSHINY01.FSM.NORTHWESTERN.EDU,
VWPDEVDB,,
VTFSMSHRINE02,VTFSMSHRINE02.FSM.NORTHWESTERN.EDU,CENTOS 7 (64-BIT)
VFSMSURGDB02,VFSMSURGDB02.FSM.NORTHWESTERN.EDU,MICROSOFT WINDOWS SERVER 2012 (64-BIT)
VFSMMSSDBRPT1,VFSMMSSDBRPT1.FSM.NORTHWESTERN.EDU,
VTIMSAPP02,VTIMSAPP02.FSM.NORTHWESTERN.EDU,MICROSOFT WINDOWS SERVER 2012 (64-BIT)
VFSMCHIPSAS01.FSM.NORTHWESTERN.EDU,VFSMCHIPSAS01.FSM.NORTHWESTERN.EDU,
VFSMINFAPPS01,VFSMINFAPPS01.FSM.NORTHWESTERN.EDU,MICROSOFT WINDOWS SERVER 2012 (64-BIT)
VTFSMNUBICREDCAP.FSM.NORTHWESTERN.EDU,VTFSMNUBICREDCAP.FSM.NORTHWESTERN.EDU,CENTOS 7 (64-BIT)
VTFSMNUBICREDCAPDB.FSM.NORTHWESTERN.EDU,VTFSMNUBICREDCAPDB.FSM.NORTHWESTERN.EDU,CENTOS 7 (64-BIT)
VFSMPROGENY03,VFSMPROGENY03.FSM.NORTHWESTERN.EDU,MICROSOFT WINDOWS SERVER 2012 (64-BIT)
CAS.NUBIC.NORTHWESTERN.EDU,,
VFSMOEMDBMON01.FSM.NORTHWESTERN.EDU,VFSMOEMDBMON01.FSM.NORTHWESTERN.EDU,ORACLE LINUX 7 (64-BIT)
VTFSMFOCUSWEB1,VTFSMFOCUSWEB1.FSM.NORTHWESTERN.EDU,
VFSMDOCKER03,VFSMDOCKER03.FSM.NORTHWESTERN.EDU,RED HAT ENTERPRISE LINUX 7 (64-BIT)
VFSMMSSSVN,VFSMMSSSVN.FSM.NORTHWESTERN.EDU,
VFSMCDSIPBAPP01.FSM.NORTHWESTERN.EDU,VFSMCDSIPBAPP01.FSM.NORTHWESTERN.EDU,RED HAT ENTERPRISE LINUX 7 (64-BIT)
VFSMISGMHAPP02.FSM.NORTHWESTERN.EDU,VFSMISGMHAPP02.FSM.NORTHWESTERN.EDU,RED HAT ENTERPRISE LINUX 7 (64-BIT)
VTFSMCMRCLIENT,,
JARVIS.FSM.NORTHWESTERN.EDU,JARVIS,
VFSMCDSIMC01,VFSMCDSIMC01.FSM.NORTHWESTERN.EDU,
VFSMCDSIAPPS01.FSM.NORTHWESTERN.EDU_RESTORED0309,,
WIN2019-MODEL-FSM,,
VFSMBESPRI01,VFSMBESPRI01.FSM.NORTHWESTERN.EDU,MICROSOFT WINDOWS SERVER 2012 (64-BIT)
WIN2016-MODEL-FSM,WIN-JDRNAD61U25,
VTFSMSANDBOXW2,VTFSMSANDBOXW2.FSM.NORTHWESTERN.EDU,MICROSOFT WINDOWS SERVER 2012 (64-BIT)
WIN2016-SQL2014-MSS-MODEL,WIN2016-SQL2014,
VFSMDBISAS01.FSM.NORTHWESTERN.EDU,VFSMDBISAS01.FSM.NORTHWESTERN.EDU,
VFSMPMAPPS09.FSM.NORTHWESTERN.EDU,VFSMPMAPPS09.FSM.NORTHWESTERN.EDU,
VFSMSECURECLOUD,VFSMSECURECLOUD.FSM.NORTHWESTERN.EDU,MICROSOFT WINDOWS SERVER 2012 (64-BIT)
VFSMSECAPPS.FSM.NORTHWESTERN.EDU,VFSMSECAPPS.FSM.NORTHWESTERN.EDU,
VFSMNUBICDB02.FSM.NORTHWESTERN.EDU,,
VTFSMNICUAPP.FSM.NORTHWESTERN.EDU,VTFSMNICUAPP.FSM.NORTHWESTERN.EDU,
NUCMRXP.FSM.NORTHWESTERN.EDU,,
VFSMAUTOSCRIPTS,VFSMAUTOSCRIPTS.FSM.NORTHWESTERN.EDU,MICROSOFT WINDOWS SERVER 2012 (64-BIT)
VFSMCDSIH3DB01,VFSMCDSIH3DB01.FSM.NORTHWESTERN.EDU,MICROSOFT WINDOWS SERVER 2012 (64-BIT)
VTFSMNUBICREDIS01.FSM.NORTHWESTERN.EDU,VTFSMNUBICREDIS01.FSM.NORTHWESTERN.EDU,CENTOS 7 (64-BIT)
INVICTUS,INVICTUS.FSM.NORTHWESTERN.EDU,MICROSOFT WINDOWS SERVER 2008 R2 (64-BIT)
VFSMMISDB01,VFSMMISDB01.FSM.NORTHWESTERN.EDU,MICROSOFT WINDOWS SERVER 2012 (64-BIT)
VFSMPMNODE01N.FSM.NORTHWESTERN.EDU,VFSMPMNODE01N.FSM.NORTHWESTERN.EDU,
CLINICAL-RAILS-STG.FSM.NORTHWESTERN.EDU,,
VFSMPSYWEB01,VFSMPSYWEB01.FSM.NORTHWESTERN.EDU,MICROSOFT WINDOWS SERVER 2012 (64-BIT)
VFSMSTATTAG,,
VFSMCARDIAREDCAP,,
VMEDIASITESTR01,VMEDIASITESTR01.FSM.NORTHWESTERN.EDU,MICROSOFT WINDOWS SERVER 2012 (64-BIT)
VFSMNEPHNLP01,VFSMNEPHNLP01.FSM.NORTHWESTERN.EDU,
VFSMGALAXY,VFSMGALAXY.FSM.NORTHWESTERN.EDU,MICROSOFT WINDOWS SERVER 2012 (64-BIT)
VFSMCBITSDB10,,
CLINICAL-RAILS-PROD2.NUBIC.NORTHWESTERN.EDU,,
RAILS-STAGING2.NUBIC.NORTHWESTERN.EDU,,RED HAT ENTERPRISE LINUX 5 (64-BIT)
VFSMPSYDB01.FSM.NORTHWESTERN.EDU,VFSMPSYDB01.FSM.NORTHWESTERN.EDU,
VTFSMITDB01.FSM.NORTHWESTERN.EDU,,
ADMIN2.NUBIC.NORTHWESTERN.EDU,,
VFSMNUBICAPPS01,,
VFSMMSSBULLETIN,VFSMMSSBULLETIN.FSM.NORTHWESTERN.EDU,
VFSMPMRSTR01,VFSMPMRSTR01.FSM.NORTHWESTERN.EDU,MICROSOFT WINDOWS SERVER 2012 (64-BIT)
VFSMRHLCCCR01.FSM.NORTHWESTERN.EDU,VFSMRHLCCCR01.FSM.NORTHWESTERN.EDU,RED HAT ENTERPRISE LINUX 7 (64-BIT)
VFSMMSSPHP03,VFSMMSSPHP03.FSM.NORTHWESTERN.EDU,MICROSOFT WINDOWS SERVER 2012 (64-BIT)
VFSMCBITSAPPS14,,
VFSMCDSIAPPS03.FSM.NORTHWESTERN.EDU,VFSMCDSIAPPS03.FSM.NORTHWESTERN.EDU,
VFSMGHSLDB01,,
VFSMPREVMEDNIA,VFSMPREVMEDNIA.FSM.NORTHWESTERN.EDU,MICROSOFT WINDOWS SERVER 2012 (64-BIT)
VTFSMISGMHAPP01.FSM.NORTHWESTERN.EDU,VTFSMISGMHAPP01.FSM.NORTHWESTERN.EDU,CENTOS 7 (64-BIT)
PPROD2.FSM.NORTHWESTERN.EDU,,
VFSMIPHAMAPPS01,VFSMIPHAMAPPS01.FSM.NORTHWESTERN.EDU,
VFSMMSSSQL01,VFSMMSSSQL01.FSM.NORTHWESTERN.EDU,MICROSOFT WINDOWS SERVER 2012 (64-BIT)
VTFSMMSSDBSTG1,VTFSMMSSDBSTG1.FSM.NORTHWESTERN.EDU,
VFSMCDSIP103DB01.FSM.NORTHWESTERN.EDU,VFSMCDSIP103DB01.FSM.NORTHWESTERN.EDU,
VTFSMTESTBOX01,,
VFSMGHSLDASH01,,
VFSMMBTIDOCKR1,VFSMMBTIDOCKR1.FSM.NORTHWESTERN.EDU,RED HAT ENTERPRISE LINUX 7 (64-BIT)
VTFSMISGMHP96DB01.FSM.NORTHWESTERN.EDU,VTFSMISGMHP96DB01.FSM.NORTHWESTERN.EDU,CENTOS 7 (64-BIT)
VFSMORADB03.FSM.NORTHWESTERN.EDU,VFSMORADB03.FSM.NORTHWESTERN.EDU,ORACLE LINUX 7 (64-BIT)
VFSMSMARTVUECLI,VFSMSMARTVUECLI.FSM.NORTHWESTERN.EDU,MICROSOFT WINDOWS SERVER 2016 OR LATER (64-BIT)
VFSMSQGMPMONSYS,VFSMSQGMPMONSYS.FSM.NORTHWESTERN.EDU,MICROSOFT WINDOWS SERVER 2016 OR LATER (64-BIT)
VFSMNIACALAPP03.FSM.NORTHWESTERN.EDU,VFSMNIACALAPP03.FSM.NORTHWESTERN.EDU,
VTGHSLSYMAPP01,VTGHSLSYMAPP01.FSM.NORTHWESTERN.EDU,MICROSOFT WINDOWS SERVER 2012 (64-BIT)
VFSMANESTEGAPP1,VFSMANESTEGAPP1.FSM.NORTHWESTERN.EDU,
VFSMSURGDB04.FSM.NORTHWESTERN.EDU,VFSMSURGDB04.FSM.NORTHWESTERN.EDU,
VFSMORADB01,VFSMORADB01.FSM.NORTHWESTERN.EDU,ORACLE LINUX 7 (64-BIT)
VFSMFISMAREDIS01,VFSMFISMAREDIS01.FSM.NORTHWESTERN.EDU,CENTOS 7 (64-BIT)
VFSMOASIS.FSM.NORTHWESTERN.EDU,,
VFSMMODERN01,VFSMMODERN01.FSM.NORTHWESTERN.EDU,
VFSMPMAPPS04.FSM.NORTHWESTERN.EDU,,
VFSMCBITSDB03,,CENTOS 4/5 OR LATER (64-BIT)
VTFSMONCOSET01.FSM.NORTHWESTERN.EDU,VTFSMONCOSET01.FSM.NORTHWESTERN.EDU,RED HAT ENTERPRISE LINUX 7 (64-BIT)
VFSMPMAPPS02.FSM.NORTHWESTERN.EDU,,
VFSMNUBICKAYAKO01.FSM.NORTHWESTERN.EDU,VFSMNUBICKAYAKO01.FSM.NORTHWESTERN.EDU,CENTOS 6 (64-BIT)
VFSMGHSLAPPS03,VFSMGHSLAPPS03.FSM.NORTHWESTERN.EDU,CENTOS 7 (64-BIT)
VFSMCAPRICORNDB,VFSMCAPRICORNDB.FSM.NORTHWESTERN.EDU,
VFSMSURGDB01.FSM.NORTHWESTERN.EDU,VFSMSURGDB01.FSM.NORTHWESTERN.EDU,
VFSMSURGTRANSDB01,VFSMSURGTRANSDB01.FSM.NORTHWESTERN.EDU,RED HAT ENTERPRISE LINUX 7 (64-BIT)
MSSWEBPROD.FSM.NORTHWESTERN.EDU,MSSWEBPROD.FSM.NORTHWESTERN.EDU,
ADMIN2-STAGING.NUBIC.NORTHWESTERN.EDU,,
VFSMMBTIDB01,VFSMMBTIDB01.FSM.NORTHWESTERN.EDU,RED HAT ENTERPRISE LINUX 7 (64-BIT)
MSS-DBSTAGING,MSS-DBSTAGING.FSM.NORTHWESTERN.EDU,
VFSMNICUWEB.FSM.NORTHWESTERN.EDU,VFSMNICUWEB.FSM.NORTHWESTERN.EDU,RED HAT ENTERPRISE LINUX 7 (64-BIT)
VTFSMRHLCCCR01.FSM.NORTHWESTERN.EDU,VTFSMRHLCCCR01.FSM.NORTHWESTERN.EDU,RED HAT ENTERPRISE LINUX 7 (64-BIT)
VTFSMSEPDB,VTFSMSEPDB.FSM.NORTHWESTERN.EDU,MICROSOFT WINDOWS SERVER 2012 (64-BIT)
VFSMPMAPPS03.FSM.NORTHWESTERN.EDU,,
DICTY-BLAST.DICTYBASE.ORG,CONVERTER,UBUNTU LINUX (32-BIT)
VTFSMORADB02,VTFSMORADB02.FSM.NORTHWESTERN.EDU,ORACLE LINUX 7 (64-BIT)
VFSMONCOSETFTP.FSM.NORTHWESTERN.EDU,VFSMONCOSETFTP.FSM.NORTHWESTERN.EDU,RED HAT ENTERPRISE LINUX 7 (64-BIT)
VTFSMTESTBOX03,VTFSMTESTBOX03.FSM.NORTHWESTERN.EDU,MICROSOFT WINDOWS SERVER 2008 R2 (64-BIT)
VTFSMGHSLAPPS02,,
VTFSMNUGENEDB01,,
VFSMPREVMEDTIME,VFSMPREVMEDTIME.FSM.NORTHWESTERN.EDU,MICROSOFT WINDOWS SERVER 2012 (64-BIT)
VFSMSURGAPPS01.FSM.NORTHWESTERN.EDU,VFSMSURGAPPS01.FSM.NORTHWESTERN.EDU,MICROSOFT WINDOWS SERVER 2012 (64-BIT)
VFSMISGMHP96DB02.FSM.NORTHWESTERN.EDU,VFSMISGMHP96DB02.FSM.NORTHWESTERN.EDU,
VFSMCDSIDB03.FSM.NORTHWESTERN.EDU,VFSMCDSIDB03.FSM.NORTHWESTERN.EDU,CENTOS 6 (64-BIT)
MSS-DB1,,
ADMIN.NUBIC.NORTHWESTERN.EDU,CONVERTER,RED HAT ENTERPRISE LINUX 5 (64-BIT)
VFSMPROGENY02,VFSMPROGENY02.FSM.NORTHWESTERN.EDU,MICROSOFT WINDOWS SERVER 2012 (64-BIT)
GENOMES2.DICTYBASE.ORG,,
VFSMMILLERDB.FSM.NORTHWESTERN.EDU,,
VTFSMFCVRIWEB01.FSM.NORTHWESTERN.EDU,VTFSMFCVRIWEB01.FSM.NORTHWESTERN.EDU,ORACLE LINUX 7 (64-BIT)
VTFSMSTDB01N1.FSM.NORTHWESTERN.EDU,VTFSMSTDB01N1.FSM.NORTHWESTERN.EDU,RED HAT ENTERPRISE LINUX 7 (64-BIT)
DICTYBASE.ORG,,
VFSMCFOMEROAPP,,
VFSMMSSWEB02,VFSMMSSWEB02.FSM.NORTHWESTERN.EDU,MICROSOFT WINDOWS SERVER 2012 (64-BIT)
VFSMPHYSIOJMC.FSM.NORTHWESTERN.EDU,VFSMPHYSIOJMC.FSM.NORTHWESTERN.EDU,MICROSOFT WINDOWS SERVER 2012 (64-BIT)
VFSMWEB01.FSM.NORTHWESTERN.EDU,VFSMWEB01.FSM.NORTHWESTERN.EDU,MICROSOFT WINDOWS SERVER 2016 OR LATER (64-BIT)
VFSMNIACALAPP02.FSM.NORTHWESTERN.EDU,VFSMNIACALAPP02.FSM.NORTHWESTERN.EDU,RED HAT ENTERPRISE LINUX 7 (64-BIT)
VFSMPTHMSCAL,VFSMPTHMSCAL.FSM.NORTHWESTERN.EDU,MICROSOFT WINDOWS SERVER 2012 (64-BIT)
VFSMCFOMERODB,,
VFSMSURGDBMGMT.FSM.NORTHWESTERN.EDU,VFSMSURGDBMGMT.FSM.NORTHWESTERN.EDU,MICROSOFT WINDOWS SERVER 2012 (64-BIT)
VTFSMGHSLAPPS01,,
VFSMMSSFTP01,VFSMMSSFTP01.FSM.NORTHWESTERN.EDU,MICROSOFT WINDOWS SERVER 2012 (64-BIT)
VFSMFCVRIWEB01,VFSMFCVRIWEB01.FSM.NORTHWESTERN.EDU,ORACLE LINUX 7 (64-BIT)
VFSMCBITSAPPS10,,
NOTIS-STAGING.FSM.NORTHWESTERN.EDU,,RED HAT ENTERPRISE LINUX 5 (64-BIT)
VTFSMMBTIAPPS01.FSM.NORTHWESTERN.EDU,VTFSMMBTIAPPS01.FSM.NORTHWESTERN.EDU,RED HAT ENTERPRISE LINUX 7 (64-BIT)
RAILS-PROD.BIOINFORMATICS.NORTHWESTERN.EDU,CONVERTER,RED HAT ENTERPRISE LINUX 4 (32-BIT)
VFSMNICUDB.FSM.NORTHWESTERN.EDU,VFSMNICUDB.FSM.NORTHWESTERN.EDU,
VTFSMCNADCDB01.FSM.NORTHWESTERN.EDU,VTFSMCNADCDB01.FSM.NORTHWESTERN.EDU,RED HAT ENTERPRISE LINUX 7 (64-BIT)
DB-PROD.DICTYBASE.ORG,CONVERTER,RED HAT ENTERPRISE LINUX 6 (64-BIT)
VTFSMPOPHEALTH01,,
VFSMSURGTRANSAPP01,VFSMSURGTRANSAPP01.FSM.NORTHWESTERN.EDU,RED HAT ENTERPRISE LINUX 7 (64-BIT)
VFSMRADONCAPPS01.FSM.NORTHWESTERN.EDU,VFSMRADONCAPPS01.FSM.NORTHWESTERN.EDU,
VFSMCHESMAINDB01.FSM.NORTHWESTERN.EDU,VFSMCHESMAINDB01.FSM.NORTHWESTERN.EDU,CENTOS 6 (64-BIT)
VFSMRHLCCDB01.FSM.NORTHWESTERN.EDU,VFSMRHLCCDB01.FSM.NORTHWESTERN.EDU,
VTFSMMHSPPSQL,VTFSMMHSPPSQL.FSM.NORTHWESTERN.EDU,MICROSOFT WINDOWS SERVER 2012 (64-BIT)
VFSMCRUAPPS02,,RED HAT ENTERPRISE LINUX 7 (64-BIT)
VFSMOPENINFO01,,
VFSMDICTYWIKI,,RED HAT ENTERPRISE LINUX 5 (64-BIT)
VTFSMNUNDAAPP01.FSM.NORTHWESTERN.EDU,VTFSMNUNDAAPP01.FSM.NORTHWESTERN.EDU,RED HAT ENTERPRISE LINUX 7 (64-BIT)
VTFSMSEPGUP,VTFSMSEPGUP.FSM.NORTHWESTERN.EDU,MICROSOFT WINDOWS SERVER 2012 (64-BIT)
VTFSMPMNODE02,VTFSMPMNODE02.FSM.NORTHWESTERN.EDU,RED HAT ENTERPRISE LINUX 7 (64-BIT)
VFSMPUPPET01.FSM.NORTHWESTERN.EDU,,
VTFSMMSSPHP01,VTFSMMSSPHP01.FSM.NORTHWESTERN.EDU,MICROSOFT WINDOWS SERVER 2012 (64-BIT)
REPO.NUBIC.NORTHWESTERN.EDU,,
VFSMPMNODE02,VFSMPMNODE02.FSM.NORTHWESTERN.EDU,RED HAT ENTERPRISE LINUX 7 (64-BIT)
VTFSMNUBICDB02.FSM.NORTHWESTERN.EDU_RESTO,,
VFSMNETTOOLS01,,
GBROWSE.DICTYBASE.ORG,,
VFSMNUBICREDCAPDB.FSM.NORTHWESTERN.EDU,VFSMNUBICREDCAPDB.FSM.NORTHWESTERN.EDU,
VFSMITPGSQL01.FSM.NORTHWESTERN.EDU,VFSMITPGSQL01.FSM.NORTHWESTERN.EDU,
VFSMDOCKERDB01.FSM.NORTHWESTERN.EDU,VFSMDOCKERDB01.FSM.NORTHWESTERN.EDU,MICROSOFT WINDOWS SERVER 2012 (64-BIT)
VTFSMEAGLEI01.FSM.NORTHWESTERN.EDU,VTFSMEAGLEI01.FSM.NORTHWESTERN.EDU,RED HAT ENTERPRISE LINUX 7 (64-BIT)
VFSMMSSREDCAP01,VFSMMSSREDCAP01.FSM.NORTHWESTERN.EDU,MICROSOFT WINDOWS SERVER 2012 (64-BIT)
VFSMFISMANOTISDB,,
VTFSMCDSIDB03.FSM.NORTHWESTERN.EDU,VTFSMCDSIDB03.FSM.NORTHWESTERN.EDU,CENTOS 7 (64-BIT)
ZIMBRA2.NUBIC.NORTHWESTERN.EDU,,
VTFSMDOCKER01,VTFSMDOCKER01.FSM.NORTHWESTERN.EDU,CENTOS 7 (64-BIT)
VFSMPRINT02,VFSMPRINT02.FSM.NORTHWESTERN.EDU,MICROSOFT WINDOWS SERVER 2012 (64-BIT)
VFSMFOCUSWEB1,VFSMFOCUSWEB1.FSM.NORTHWESTERN.EDU,
VTFSMNUBICDB01,,
VTFSMSURGDB01.FSM.NORTHWESTERN.EDU,VTFSMSURGDB01.FSM.NORTHWESTERN.EDU,MICROSOFT WINDOWS SERVER 2012 (64-BIT)
VFSMMISCF01,VFSMMISCF01.FSM.NORTHWESTERN.EDU,
VFSMSURGHLA.FSM.NORTHWESTERN.EDU,VFSMSURGHLA.FSM.NORTHWESTERN.EDU,MICROSOFT WINDOWS SERVER 2012 (64-BIT)
VFSMNUBICSENTRY01.FSM.NORTHWESTERN.EDU,VFSMNUBICSENTRY01.FSM.NORTHWESTERN.EDU,CENTOS 4/5 OR LATER (64-BIT)
VTFSMSURGAPPS01.FSM.NORTHWESTERN.EDU,VTFSMSURGAPPS01.FSM.NORTHWESTERN.EDU,MICROSOFT WINDOWS SERVER 2012 (64-BIT)
VFSMPMAPPS07,,
VTFSMNUBICJIRA02.FSM.NORTHWESTERN.EDU,,
NOTIS.FSM.NORTHWESTERN.EDU,,
VGHSLSYMAPP01,VGHSLSYMAPP01.FSM.NORTHWESTERN.EDU,MICROSOFT WINDOWS SERVER 2012 (64-BIT)
VFSMNUBICDB03.FSM.NORTHWESTERN.EDU,VFSMNUBICDB03.FSM.NORTHWESTERN.EDU,CENTOS 4/5 OR LATER (64-BIT)
VTFSMITSQLTEST1,VTFSMITSQLTEST1.FSM.NORTHWESTERN.EDU,
VTFSMPMNODE01.FSM.NORTHWESTERN.EDU,VTFSMPMNODE01.FSM.NORTHWESTERN.EDU,RED HAT ENTERPRISE LINUX 7 (64-BIT)
VFSMPROGENY.FSM.NORTHWESTERN.EDU,VFSMPROGENY.FSM.NORTHWESTERN.EDU,MICROSOFT WINDOWS SERVER 2012 (64-BIT)
VTFSMITSJE834W,VTFSMITSJE834W.FSM.NORTHWESTERN.EDU,MICROSOFT WINDOWS SERVER 2012 (64-BIT)
VFSMFMPAPPS01.FSM.NORTHWESTERN.EDU,VFSMFMPAPPS01.FSM.NORTHWESTERN.EDU,
VFSMNEPHDB01.FSM.NORTHWESTERN.EDU,VFSMNEPHDB01.FSM.NORTHWESTERN.EDU,MICROSOFT WINDOWS SERVER 2016 OR LATER (64-BIT)
VFSMOMOP01.FSM.NORTHWESTERN.EDU,VFSMOMOP01.FSM.NORTHWESTERN.EDU,RED HAT ENTERPRISE LINUX 7 (64-BIT)
VFSMMEDGMDAPP01.FSM.NORTHWESTERN.EDU,VFSMMEDGMDAPP01.FSM.NORTHWESTERN.EDU,RED HAT ENTERPRISE LINUX 7 (64-BIT)
VFSMCBITSDB05,,
VTFSMWEB01.FSM.NORTHWESTERN.EDU,VTFSMWEB01.FSM.NORTHWESTERN.EDU,MICROSOFT WINDOWS SERVER 2016 OR LATER (64-BIT)
VTFSMMSSDBTST1,VTFSMMSSDBTST1.FSM.NORTHWESTERN.EDU,
VFSMPDSUTIL01,VFSMPDSUTIL01.FSM.NORTHWESTERN.EDU,
VTFSMORADB01,VTFSMORADB01.FSM.NORTHWESTERN.EDU,ORACLE LINUX 7 (64-BIT)
WIN2019-TEMPLATE-FSM,,MICROSOFT WINDOWS SERVER 2016 OR LATER (64-BIT)
WIN2016-SQL2014-MSS-TEMPLATE,,MICROSOFT WINDOWS SERVER 2016 OR LATER (64-BIT)
WIN2016-TEMPLATE-FSM,,MICROSOFT WINDOWS SERVER 2016 OR LATER (64-BIT)
WIN2016-TEMPLATE,WIN-JUV2UTGMBTD,MICROSOFT WINDOWS SERVER 2016 OR LATER (64-BIT)
RHEL7-TEMPLATE,,RED HAT ENTERPRISE LINUX 7 (64-BIT)
WIN2019-TEMPLATE,WIN2019-TEMPLATE.SOC.NORTHWESTERN.EDU,MICROSOFT WINDOWS SERVER 2016 OR LATER (64-BIT)
WIN2K12-R2_STD,WIN2K12-R2-STD,MICROSOFT WINDOWS SERVER 2012 (64-BIT)
RHEL7U1_64BIT_VSPHERE,RHEL71TEMPLATE.CI.NORTHWESTERN.EDU,CENTOS 4/5 OR LATER (64-BIT)
RHEL7U0_64BIT_VSPHERE,RHEL7U0.CI.NORTHWESTERN.EDU,CENTOS 4/5 OR LATER (64-BIT)
RHEL71ORA12CDB,RHEL74ORA12CDB,CENTOS 4/5 OR LATER (64-BIT)
WIN2K16-GUI,WIN-7AH3OM0HH52,MICROSOFT WINDOWS SERVER 2016 OR LATER (64-BIT)
VSRX,,OTHER (32-BIT)
WINDOWS SERVER 2012,,MICROSOFT WINDOWS SERVER 2012 (64-BIT)
SAF-WS16DDTPLC,,MICROSOFT WINDOWS SERVER 2016 OR LATER (64-BIT)
SAF-WS16DDTPLB,,MICROSOFT WINDOWS SERVER 2016 OR LATER (64-BIT)
SAF-RHEL76TPLB,,RED HAT ENTERPRISE LINUX 7 (64-BIT)
RHEL8-TEMPLATE,,RED HAT ENTERPRISE LINUX 8 (64-BIT)
WINDOWS SERVER 2019 STANDARD DESKTOP V2019-06,UNIVERS-7VNVME5.LIBRARY.NORTHWESTERN.EDU,MICROSOFT WINDOWS SERVER 2016 OR LATER (64-BIT)
WINDOWS SERVER 2016 STANDARD CORE V2018-07 V2,UNIVERS-2478DNP.LIBRARY.NORTHWESTERN.EDU,MICROSOFT WINDOWS SERVER 2016 OR LATER (64-BIT)
WINDOWS SERVER 2019 STANDARD CORE V2019-06,UNIVERS-32MIML1.LIBRARY.NORTHWESTERN.EDU,MICROSOFT WINDOWS SERVER 2016 OR LATER (64-BIT)
WINDOWS SERVER 2016 STANDARD DESKTOP V2018-07 V2,UNIVERS-CKMK699.LIBRARY.NORTHWESTERN.EDU,MICROSOFT WINDOWS SERVER 2016 OR LATER (64-BIT)
WEB-PHP01-PRD (8E0107A2-ACA9-410B-86E0-AC51EDFE151C),,RED HAT ENTERPRISE LINUX 6 (64-BIT)
WINDOWS2K12 TEMPLATE,,MICROSOFT WINDOWS SERVER 2012 (64-BIT)
W2K12 TEMPLATE,,MICROSOFT WINDOWS SERVER 2012 (64-BIT)
WINDOWS 2016,,MICROSOFT WINDOWS SERVER 2012 (64-BIT)
21091127_W2K16_FS,,MICROSOFT WINDOWS SERVER 2016 OR LATER (64-BIT)
20191126_W2K16,,MICROSOFT WINDOWS SERVER 2016 OR LATER (64-BIT)
RHEL8,,RED HAT ENTERPRISE LINUX 8 (64-BIT)
RHEL7,,RED HAT ENTERPRISE LINUX 7 (64-BIT)
WINDOWS SERVER 2019,,MICROSOFT WINDOWS SERVER 2016 OR LATER (64-BIT)
RHEL6,,RED HAT ENTERPRISE LINUX 6 (64-BIT)
