device_name,model,device_type,service_tag,service_level_code,warranty_type,warranty_description,service_provider,shipped_date,start_date,end_date,days_remaining
VMBKUP05A-IDRAC.ITCS.PRIVATE,POWEREDGE R630,SERVER,8WYXHK2,ND,INITIAL,ONSITE SERVICE AFTER REMOTE DIAGNOSIS (CONSUMER CUSTOMER)/ NEXT BUSINESS DAY ONSITE AFTER REMOTE DIAGNOSIS (COMMERCIAL CUSTOMER),UNY,8/4/2017,8/4/2017,8/4/2021,414
EVESXCLOUD42-IDRAC.ITCS.PRIVATE,POWEREDGE R630,SERVER,84VXFK2,ND,INITIAL,ONSITE SERVICE AFTER REMOTE DIAGNOSIS (CONSUMER CUSTOMER)/ NEXT BUSINESS DAY ONSITE AFTER REMOTE DIAGNOSIS (COMMERCIAL CUSTOMER),UNY,6/21/2017,6/21/2017,6/21/2021,370
EVESX76-IDRAC.ITCS.PRIVATE,POWEREDGE R630,SERVER,CQ5VT52,ND,EXTENDED,ONSITE SERVICE AFTER REMOTE DIAGNOSIS (CONSUMER CUSTOMER)/ NEXT BUSINESS DAY ONSITE AFTER REMOTE DIAGNOSIS (COMMERCIAL CUSTOMER),UNY,8/14/2015,8/15/2019,8/14/2020,59
EVESX82-IDRAC.ITCS.PRIVATE,POWEREDGE R630,SERVER,HHXJHB2,ND,EXTENDED,ONSITE SERVICE AFTER REMOTE DIAGNOSIS (CONSUMER CUSTOMER)/ NEXT BUSINESS DAY ONSITE AFTER REMOTE DIAGNOSIS (COMMERCIAL CUSTOMER),UNY,6/5/2016,6/7/2020,6/5/2021,354
VMBKUP08A-IDRAC.ITCS.PRIVATE,POWEREDGE R640,SERVER,14HDDW2,KK,INITIAL,KEEP YOUR HARD DRIVE SERVICE,DELL,4/27/2019,4/26/2019,4/25/2023,1043
VMBKUP08A-IDRAC.ITCS.PRIVATE,POWEREDGE R640,SERVER,14HDDW2,ND,INITIAL,ONSITE SERVICE AFTER REMOTE DIAGNOSIS (CONSUMER CUSTOMER)/ NEXT BUSINESS DAY ONSITE AFTER REMOTE DIAGNOSIS (COMMERCIAL CUSTOMER),UNY,4/27/2019,4/27/2019,4/26/2023,1044
EVESX57-IDRAC.ITCS.PRIVATE,POWEREDGE R620,SERVER,CZ7NW12,ND,EXTENDED,ONSITE SERVICE AFTER REMOTE DIAGNOSIS (CONSUMER CUSTOMER)/ NEXT BUSINESS DAY ONSITE AFTER REMOTE DIAGNOSIS (COMMERCIAL CUSTOMER),UNY,8/5/2014,8/7/2018,8/6/2019,0
EVESX59-IDRAC.ITCS.PRIVATE,POWEREDGE R620,SERVER,CZ8NW12,ND,EXTENDED,ONSITE SERVICE AFTER REMOTE DIAGNOSIS (CONSUMER CUSTOMER)/ NEXT BUSINESS DAY ONSITE AFTER REMOTE DIAGNOSIS (COMMERCIAL CUSTOMER),UNY,8/5/2014,8/7/2018,8/6/2019,0
EVESX61-IDRAC.ITCS.PRIVATE,POWEREDGE R620,SERVER,CZ7MW12,ND,EXTENDED,ONSITE SERVICE AFTER REMOTE DIAGNOSIS (CONSUMER CUSTOMER)/ NEXT BUSINESS DAY ONSITE AFTER REMOTE DIAGNOSIS (COMMERCIAL CUSTOMER),UNY,8/5/2014,8/7/2018,8/6/2019,0
RISAOPSPRD-IDRAC.ITCS.PRIVATE,POWEREDGE R730XD,SERVER,G4S7HH2,ND,INITIAL,ONSITE SERVICE AFTER REMOTE DIAGNOSIS (CONSUMER CUSTOMER)/ NEXT BUSINESS DAY ONSITE AFTER REMOTE DIAGNOSIS (COMMERCIAL CUSTOMER),UNY,3/30/2017,3/30/2017,3/30/2022,652
EVPUMHOST-IDRAC.ITCS.PRIVATE,POWEREDGE R630,SERVER,7N98FB2,ND,EXTENDED,ONSITE SERVICE AFTER REMOTE DIAGNOSIS (CONSUMER CUSTOMER)/ NEXT BUSINESS DAY ONSITE AFTER REMOTE DIAGNOSIS (COMMERCIAL CUSTOMER),UNY,3/29/2016,3/30/2019,3/29/2020,0
EVSPLIDX04-IDRAC.ITCS.PRIVATE,POWEREDGE R630,SERVER,7DWYPD2,ND,INITIAL,ONSITE SERVICE AFTER REMOTE DIAGNOSIS (CONSUMER CUSTOMER)/ NEXT BUSINESS DAY ONSITE AFTER REMOTE DIAGNOSIS (COMMERCIAL CUSTOMER),UNY,7/29/2016,7/29/2016,7/29/2021,408
EVESXCLOUD33-IDRAC.ITCS.PRIVATE,POWEREDGE R630,SERVER,H17KR52,ND,EXTENDED,ONSITE SERVICE AFTER REMOTE DIAGNOSIS (CONSUMER CUSTOMER)/ NEXT BUSINESS DAY ONSITE AFTER REMOTE DIAGNOSIS (COMMERCIAL CUSTOMER),UNY,6/18/2015,6/19/2019,6/18/2020,2
EVESXT01N01-IDRAC.ITCS.PRIVATE,POWEREDGE R620,SERVER,CZ8MW12,ND,EXTENDED,ONSITE SERVICE AFTER REMOTE DIAGNOSIS (CONSUMER CUSTOMER)/ NEXT BUSINESS DAY ONSITE AFTER REMOTE DIAGNOSIS (COMMERCIAL CUSTOMER),UNY,8/5/2014,8/7/2018,8/6/2019,0
EVESX58-IDRAC.ITCS.PRIVATE,POWEREDGE R620,SERVER,CZ8PW12,ND,EXTENDED,ONSITE SERVICE AFTER REMOTE DIAGNOSIS (CONSUMER CUSTOMER)/ NEXT BUSINESS DAY ONSITE AFTER REMOTE DIAGNOSIS (COMMERCIAL CUSTOMER),UNY,8/5/2014,8/7/2018,8/6/2019,0
EVESXTNSC01N01-IDRAC.ITCS.PRIVATE,POWEREDGE R730,SERVER,5XQ3V52,ND,EXTENDED,ONSITE SERVICE AFTER REMOTE DIAGNOSIS (CONSUMER CUSTOMER)/ NEXT BUSINESS DAY ONSITE AFTER REMOTE DIAGNOSIS (COMMERCIAL CUSTOMER),UNY,8/17/2015,8/18/2019,8/17/2020,62
EVESXTNSC01N01-IDRAC.ITCS.PRIVATE,POWEREDGE R730,SERVER,5XQ3V52,P+,EXTENDED,PROSUPPORT PLUS,DELL,8/17/2015,8/18/2019,8/17/2020,62
EVESXCLOUD47-IDRAC.ITCS.PRIVATE,POWEREDGE R630,SERVER,7YZ1D42,ND,EXTENDED,ONSITE SERVICE AFTER REMOTE DIAGNOSIS (CONSUMER CUSTOMER)/ NEXT BUSINESS DAY ONSITE AFTER REMOTE DIAGNOSIS (COMMERCIAL CUSTOMER),UNY,4/24/2015,4/25/2019,4/24/2020,0
EVESXT01N02-IDRAC.ITCS.PRIVATE,POWEREDGE R620,SERVER,CZ8LW12,ND,EXTENDED,ONSITE SERVICE AFTER REMOTE DIAGNOSIS (CONSUMER CUSTOMER)/ NEXT BUSINESS DAY ONSITE AFTER REMOTE DIAGNOSIS (COMMERCIAL CUSTOMER),UNY,8/5/2014,8/7/2018,8/6/2019,0
EVESX70-IDRAC.ITCS.PRIVATE,POWEREDGE R630,SERVER,7YZVC42,ND,EXTENDED,ONSITE SERVICE AFTER REMOTE DIAGNOSIS (CONSUMER CUSTOMER)/ NEXT BUSINESS DAY ONSITE AFTER REMOTE DIAGNOSIS (COMMERCIAL CUSTOMER),UNY,4/24/2015,4/25/2019,4/24/2020,0
EVESXT01N03-IDRAC.ITCS.PRIVATE,POWEREDGE R620,SERVER,CZ7PW12,ND,EXTENDED,ONSITE SERVICE AFTER REMOTE DIAGNOSIS (CONSUMER CUSTOMER)/ NEXT BUSINESS DAY ONSITE AFTER REMOTE DIAGNOSIS (COMMERCIAL CUSTOMER),UNY,8/5/2014,8/7/2018,8/6/2019,0
EVESXCLOUD46-IDRAC.ITCS.PRIVATE,POWEREDGE R630,SERVER,7YZXC42,ND,EXTENDED,ONSITE SERVICE AFTER REMOTE DIAGNOSIS (CONSUMER CUSTOMER)/ NEXT BUSINESS DAY ONSITE AFTER REMOTE DIAGNOSIS (COMMERCIAL CUSTOMER),UNY,4/24/2015,4/25/2019,4/24/2020,0
EVESX73-IDRAC.ITCS.PRIVATE,POWEREDGE R630,SERVER,7ZS5D42,ND,EXTENDED,ONSITE SERVICE AFTER REMOTE DIAGNOSIS (CONSUMER CUSTOMER)/ NEXT BUSINESS DAY ONSITE AFTER REMOTE DIAGNOSIS (COMMERCIAL CUSTOMER),UNY,5/4/2015,5/5/2019,5/4/2020,0
EVESXCLOUD48-IDRAC.ITCS.PRIVATE,POWEREDGE R630,SERVER,7YZYC42,ND,EXTENDED,ONSITE SERVICE AFTER REMOTE DIAGNOSIS (CONSUMER CUSTOMER)/ NEXT BUSINESS DAY ONSITE AFTER REMOTE DIAGNOSIS (COMMERCIAL CUSTOMER),UNY,4/24/2015,4/25/2019,4/24/2020,0
VMBKUP04A-BK.ITCS.PRIVATE,POWEREDGE R630,SERVER,10TZT52,ND,EXTENDED,ONSITE SERVICE AFTER REMOTE DIAGNOSIS (CONSUMER CUSTOMER)/ NEXT BUSINESS DAY ONSITE AFTER REMOTE DIAGNOSIS (COMMERCIAL CUSTOMER),UNY,8/7/2015,8/9/2020,8/7/2021,417
VMBKUP04A-BK.ITCS.PRIVATE,POWEREDGE R630,SERVER,10TZT52,ND,EXTENDED,ONSITE SERVICE AFTER REMOTE DIAGNOSIS (CONSUMER CUSTOMER)/ NEXT BUSINESS DAY ONSITE AFTER REMOTE DIAGNOSIS (COMMERCIAL CUSTOMER),UNY,8/7/2015,8/8/2019,8/7/2020,52
EVSPLSRC01-IDRAC.ITCS.PRIVATE,POWEREDGE R630,SERVER,BVPMS52,ND,EXTENDED,ONSITE SERVICE AFTER REMOTE DIAGNOSIS (CONSUMER CUSTOMER)/ NEXT BUSINESS DAY ONSITE AFTER REMOTE DIAGNOSIS (COMMERCIAL CUSTOMER),UNY,7/13/2015,7/14/2019,7/13/2020,27
EVESX87-IDRAC.ITCS.PRIVATE,POWEREDGE R630,SERVER,HHXLHB2,ND,EXTENDED,ONSITE SERVICE AFTER REMOTE DIAGNOSIS (CONSUMER CUSTOMER)/ NEXT BUSINESS DAY ONSITE AFTER REMOTE DIAGNOSIS (COMMERCIAL CUSTOMER),UNY,6/5/2016,6/7/2020,6/5/2021,354
NUTABLEAU-IDRAC.ITCS.PRIVATE,POWEREDGE R630,SERVER,826MKB2,ND,INITIAL,ONSITE SERVICE AFTER REMOTE DIAGNOSIS (CONSUMER CUSTOMER)/ NEXT BUSINESS DAY ONSITE AFTER REMOTE DIAGNOSIS (COMMERCIAL CUSTOMER),UNY,7/13/2016,7/13/2016,7/13/2020,27
RISAOPSTSTDAT-IDRAC.ITCS.PRIVATE,POWEREDGE R730XD,SERVER,G4RBHH2,ND,INITIAL,ONSITE SERVICE AFTER REMOTE DIAGNOSIS (CONSUMER CUSTOMER)/ NEXT BUSINESS DAY ONSITE AFTER REMOTE DIAGNOSIS (COMMERCIAL CUSTOMER),UNY,3/31/2017,3/31/2017,3/31/2022,653
EVRACT10-IDRAC.ITCS.PRIVATE,POWEREDGE R620,SERVER,HP5SK02,KK,EXTENDED,KEEP YOUR HARD DRIVE SERVICE,DELL,4/29/2014,5/1/2020,4/28/2021,316
EVRACT10-IDRAC.ITCS.PRIVATE,POWEREDGE R620,SERVER,HP5SK02,ND,EXTENDED,ONSITE SERVICE AFTER REMOTE DIAGNOSIS (CONSUMER CUSTOMER)/ NEXT BUSINESS DAY ONSITE AFTER REMOTE DIAGNOSIS (COMMERCIAL CUSTOMER),UNY,4/29/2014,5/1/2020,4/28/2021,316
EVESX60-IDRAC.ITCS.PRIVATE,POWEREDGE R620,SERVER,CZ7LW12,ND,EXTENDED,ONSITE SERVICE AFTER REMOTE DIAGNOSIS (CONSUMER CUSTOMER)/ NEXT BUSINESS DAY ONSITE AFTER REMOTE DIAGNOSIS (COMMERCIAL CUSTOMER),UNY,8/5/2014,8/7/2018,8/6/2019,0
EVRACP6-IDRAC.ITCS.PRIVATE,POWEREDGE R620,SERVER,HP6TK02,GD,EXTENDED,PROSUPPORT MISSION CRITICAL,DELL,4/30/2014,5/3/2020,4/30/2021,318
EVRACP6-IDRAC.ITCS.PRIVATE,POWEREDGE R620,SERVER,HP6TK02,KK,EXTENDED,KEEP YOUR HARD DRIVE SERVICE,DELL,4/30/2014,3/8/2018,5/1/2019,0
EVRACP6-IDRAC.ITCS.PRIVATE,POWEREDGE R620,SERVER,HP6TK02,S9,EXTENDED,4 HOUR 7X24 ONSITE SUPPORT,UNY,4/30/2014,5/3/2020,4/30/2021,318
RISEIRBWEB2-IDRAC.ITCS.PRIVATE,,SERVER,6DYXXR1,ND,EXTENDED,ONSITE SERVICE AFTER REMOTE DIAGNOSIS (CONSUMER CUSTOMER)/ NEXT BUSINESS DAY ONSITE AFTER REMOTE DIAGNOSIS (COMMERCIAL CUSTOMER),UNY,12/27/2011,5/22/2015,5/18/2017,0
EVESX77-IDRAC.ITCS.PRIVATE,POWEREDGE R630,SERVER,CQ5YT52,ND,EXTENDED,ONSITE SERVICE AFTER REMOTE DIAGNOSIS (CONSUMER CUSTOMER)/ NEXT BUSINESS DAY ONSITE AFTER REMOTE DIAGNOSIS (COMMERCIAL CUSTOMER),UNY,8/14/2015,8/15/2019,8/14/2020,59
EVESX83-IDRAC.ITCS.PRIVATE,POWEREDGE R630,SERVER,HHXWHB2,ND,EXTENDED,ONSITE SERVICE AFTER REMOTE DIAGNOSIS (CONSUMER CUSTOMER)/ NEXT BUSINESS DAY ONSITE AFTER REMOTE DIAGNOSIS (COMMERCIAL CUSTOMER),UNY,6/5/2016,6/7/2020,6/5/2021,354
EVSPLIDX01-IDRAC.ITCS.PRIVATE,POWEREDGE R630,SERVER,BVQDS52,ND,INITIAL,ONSITE SERVICE AFTER REMOTE DIAGNOSIS (CONSUMER CUSTOMER)/ NEXT BUSINESS DAY ONSITE AFTER REMOTE DIAGNOSIS (COMMERCIAL CUSTOMER),UNY,7/14/2015,7/14/2015,7/14/2019,0
EVSPLSRC02-IDRAC.ITCS.PRIVATE,POWEREDGE R630,SERVER,BVQ8S52,ND,EXTENDED,ONSITE SERVICE AFTER REMOTE DIAGNOSIS (CONSUMER CUSTOMER)/ NEXT BUSINESS DAY ONSITE AFTER REMOTE DIAGNOSIS (COMMERCIAL CUSTOMER),UNY,7/13/2015,7/14/2019,7/13/2020,27
EVRACT9-IDRAC.ITCS.PRIVATE,POWEREDGE R620,SERVER,HP6SK02,KK,EXTENDED,KEEP YOUR HARD DRIVE SERVICE,DELL,4/29/2014,5/1/2020,4/28/2021,316
EVRACT9-IDRAC.ITCS.PRIVATE,POWEREDGE R620,SERVER,HP6SK02,ND,EXTENDED,ONSITE SERVICE AFTER REMOTE DIAGNOSIS (CONSUMER CUSTOMER)/ NEXT BUSINESS DAY ONSITE AFTER REMOTE DIAGNOSIS (COMMERCIAL CUSTOMER),UNY,4/29/2014,5/1/2020,4/28/2021,316
EVESX44-IDRAC.ITCS.PRIVATE,POWEREDGE R620,SERVER,2KXJV12,KK,EXTENDED,KEEP YOUR HARD DRIVE SERVICE,DELL,6/20/2014,3/22/2018,6/21/2019,0
EVESX44-IDRAC.ITCS.PRIVATE,POWEREDGE R620,SERVER,2KXJV12,ND,EXTENDED,ONSITE SERVICE AFTER REMOTE DIAGNOSIS (CONSUMER CUSTOMER)/ NEXT BUSINESS DAY ONSITE AFTER REMOTE DIAGNOSIS (COMMERCIAL CUSTOMER),UNY,6/20/2014,6/22/2018,6/21/2019,0
EVESXCLOUD45-IDRAC.ITCS.PRIVATE,POWEREDGE R630,SERVER,7Z01D42,ND,EXTENDED,ONSITE SERVICE AFTER REMOTE DIAGNOSIS (CONSUMER CUSTOMER)/ NEXT BUSINESS DAY ONSITE AFTER REMOTE DIAGNOSIS (COMMERCIAL CUSTOMER),UNY,4/24/2015,4/25/2019,4/24/2020,0
EVESXCLOUD49-IDRAC.ITCS.PRIVATE,POWEREDGE R630,SERVER,7YZZC42,ND,EXTENDED,ONSITE SERVICE AFTER REMOTE DIAGNOSIS (CONSUMER CUSTOMER)/ NEXT BUSINESS DAY ONSITE AFTER REMOTE DIAGNOSIS (COMMERCIAL CUSTOMER),UNY,4/24/2015,4/25/2019,4/24/2020,0
EVESX71-IDRAC.ITCS.PRIVATE,POWEREDGE R630,SERVER,95FZC42,ND,EXTENDED,ONSITE SERVICE AFTER REMOTE DIAGNOSIS (CONSUMER CUSTOMER)/ NEXT BUSINESS DAY ONSITE AFTER REMOTE DIAGNOSIS (COMMERCIAL CUSTOMER),UNY,4/24/2015,4/25/2019,4/24/2020,0
EVRACP9-IDRAC.ITCS.PRIVATE,POWEREDGE R620,SERVER,HP6WK02,GD,EXTENDED,PROSUPPORT MISSION CRITICAL,DELL,4/30/2014,5/3/2020,4/30/2021,318
EVRACP9-IDRAC.ITCS.PRIVATE,POWEREDGE R620,SERVER,HP6WK02,KK,EXTENDED,KEEP YOUR HARD DRIVE SERVICE,DELL,4/30/2014,3/8/2018,5/1/2019,0
EVRACP9-IDRAC.ITCS.PRIVATE,POWEREDGE R620,SERVER,HP6WK02,S9,EXTENDED,4 HOUR 7X24 ONSITE SUPPORT,UNY,4/30/2014,5/3/2020,4/30/2021,318
EVRACP10-IDRAC.ITCS.PRIVATE,POWEREDGE R620,SERVER,HP7YK02,GD,EXTENDED,PROSUPPORT MISSION CRITICAL,DELL,4/30/2014,5/3/2020,4/30/2021,318
EVRACP10-IDRAC.ITCS.PRIVATE,POWEREDGE R620,SERVER,HP7YK02,KK,EXTENDED,KEEP YOUR HARD DRIVE SERVICE,DELL,4/30/2014,3/8/2018,5/1/2019,0
EVRACP10-IDRAC.ITCS.PRIVATE,POWEREDGE R620,SERVER,HP7YK02,S9,EXTENDED,4 HOUR 7X24 ONSITE SUPPORT,UNY,4/30/2014,5/3/2020,4/30/2021,318
EVESX43-IDRAC.ITCS.PRIVATE,POWEREDGE R620,SERVER,2KWMV12,KK,EXTENDED,KEEP YOUR HARD DRIVE SERVICE,DELL,6/20/2014,3/22/2018,6/21/2019,0
EVESX43-IDRAC.ITCS.PRIVATE,POWEREDGE R620,SERVER,2KWMV12,ND,EXTENDED,ONSITE SERVICE AFTER REMOTE DIAGNOSIS (CONSUMER CUSTOMER)/ NEXT BUSINESS DAY ONSITE AFTER REMOTE DIAGNOSIS (COMMERCIAL CUSTOMER),UNY,6/20/2014,6/22/2018,6/21/2019,0
EVRACP8-IDRAC.ITCS.PRIVATE,POWEREDGE R620,SERVER,HP8XK02,GD,EXTENDED,PROSUPPORT MISSION CRITICAL,DELL,4/30/2014,5/3/2020,4/30/2021,318
EVRACP8-IDRAC.ITCS.PRIVATE,POWEREDGE R620,SERVER,HP8XK02,KK,EXTENDED,KEEP YOUR HARD DRIVE SERVICE,DELL,4/30/2014,3/8/2018,5/1/2019,0
EVRACP8-IDRAC.ITCS.PRIVATE,POWEREDGE R620,SERVER,HP8XK02,S9,EXTENDED,4 HOUR 7X24 ONSITE SUPPORT,UNY,4/30/2014,5/3/2020,4/30/2021,318
EVRACT8-IDRAC.ITCS.PRIVATE,POWEREDGE R620,SERVER,HP5XK02,KK,EXTENDED,KEEP YOUR HARD DRIVE SERVICE,DELL,4/29/2014,5/1/2020,4/28/2021,316
EVRACT8-IDRAC.ITCS.PRIVATE,POWEREDGE R620,SERVER,HP5XK02,ND,EXTENDED,ONSITE SERVICE AFTER REMOTE DIAGNOSIS (CONSUMER CUSTOMER)/ NEXT BUSINESS DAY ONSITE AFTER REMOTE DIAGNOSIS (COMMERCIAL CUSTOMER),UNY,4/29/2014,5/1/2020,4/28/2021,316
EVRACT7-IDRAC.ITCS.PRIVATE,POWEREDGE R620,SERVER,HP5WK02,KK,EXTENDED,KEEP YOUR HARD DRIVE SERVICE,DELL,4/29/2014,5/1/2020,4/28/2021,316
EVRACT7-IDRAC.ITCS.PRIVATE,POWEREDGE R620,SERVER,HP5WK02,ND,EXTENDED,ONSITE SERVICE AFTER REMOTE DIAGNOSIS (CONSUMER CUSTOMER)/ NEXT BUSINESS DAY ONSITE AFTER REMOTE DIAGNOSIS (COMMERCIAL CUSTOMER),UNY,4/29/2014,5/1/2020,4/28/2021,316
EVRACT11-IDRAC.ITCS.PRIVATE,POWEREDGE R620,SERVER,HP5ZK02,KK,EXTENDED,KEEP YOUR HARD DRIVE SERVICE,DELL,4/29/2014,5/1/2020,4/28/2021,316
EVRACT11-IDRAC.ITCS.PRIVATE,POWEREDGE R620,SERVER,HP5ZK02,ND,EXTENDED,ONSITE SERVICE AFTER REMOTE DIAGNOSIS (CONSUMER CUSTOMER)/ NEXT BUSINESS DAY ONSITE AFTER REMOTE DIAGNOSIS (COMMERCIAL CUSTOMER),UNY,4/29/2014,5/1/2020,4/28/2021,316
EVRACP7-IDRAC.ITCS.PRIVATE,POWEREDGE R620,SERVER,HP9TK02,GD,EXTENDED,PROSUPPORT MISSION CRITICAL,DELL,4/30/2014,5/3/2020,4/30/2021,318
EVRACP7-IDRAC.ITCS.PRIVATE,POWEREDGE R620,SERVER,HP9TK02,KK,EXTENDED,KEEP YOUR HARD DRIVE SERVICE,DELL,4/30/2014,3/8/2018,5/1/2019,0
EVRACP7-IDRAC.ITCS.PRIVATE,POWEREDGE R620,SERVER,HP9TK02,S9,EXTENDED,4 HOUR 7X24 ONSITE SUPPORT,UNY,4/30/2014,5/3/2020,4/30/2021,318
EVESX72-IDRAC.ITCS.PRIVATE,POWEREDGE R630,SERVER,7Z02D42,ND,EXTENDED,ONSITE SERVICE AFTER REMOTE DIAGNOSIS (CONSUMER CUSTOMER)/ NEXT BUSINESS DAY ONSITE AFTER REMOTE DIAGNOSIS (COMMERCIAL CUSTOMER),UNY,4/24/2015,4/25/2019,4/24/2020,0
EVESXTNSC01N03-IDRAC.ITCS.PRIVATE,POWEREDGE R730,SERVER,5XQ5V52,ND,EXTENDED,ONSITE SERVICE AFTER REMOTE DIAGNOSIS (CONSUMER CUSTOMER)/ NEXT BUSINESS DAY ONSITE AFTER REMOTE DIAGNOSIS (COMMERCIAL CUSTOMER),UNY,8/17/2015,8/18/2019,8/17/2020,62
EVESXTNSC01N03-IDRAC.ITCS.PRIVATE,POWEREDGE R730,SERVER,5XQ5V52,P+,EXTENDED,PROSUPPORT PLUS,DELL,8/17/2015,8/18/2019,8/17/2020,62
EVCSPDPM01-BK.ITCS.PRIVATE,POWEREDGE R710,SERVER,53NGXQ1,ND,EXTENDED,ONSITE SERVICE AFTER REMOTE DIAGNOSIS (CONSUMER CUSTOMER)/ NEXT BUSINESS DAY ONSITE AFTER REMOTE DIAGNOSIS (COMMERCIAL CUSTOMER),UNY,7/21/2011,7/22/2017,7/24/2018,0
EVESX17-IDRAC.ITCS.PRIVATE,POWEREDGE R620,SERVER,9S8JDX1,S4,EXTENDED,4 HOUR 5X10 ONSITE SUPPORT,UNY,5/8/2013,5/9/2014,5/8/2017,0
EVESXC01N04-Q39-IDRAC.ITCS.PRIVATE,POWEREDGE R630,SERVER,HLQBJH2,GD,INITIAL,PROSUPPORT MISSION CRITICAL,DELL,5/24/2017,5/24/2017,5/24/2021,342
EVESXC01N04-Q39-IDRAC.ITCS.PRIVATE,POWEREDGE R630,SERVER,HLQBJH2,S9,EXTENDED,4 HOUR 7X24 ONSITE SUPPORT,UNY,5/24/2017,5/26/2021,5/26/2022,709
EVESXC01N04-Q39-IDRAC.ITCS.PRIVATE,POWEREDGE R630,SERVER,HLQBJH2,S9,INITIAL,4 HOUR 7X24 ONSITE SUPPORT,UNY,5/24/2017,5/24/2018,5/24/2021,342
COITEST-IDRAC.ITCS.PRIVATE,POWEREDGE R730XD,SERVER,235S182,ND,INITIAL,ONSITE SERVICE AFTER REMOTE DIAGNOSIS (CONSUMER CUSTOMER)/ NEXT BUSINESS DAY ONSITE AFTER REMOTE DIAGNOSIS (COMMERCIAL CUSTOMER),UNY,10/14/2015,10/14/2015,10/14/2020,120
COITESTDATA-IDRAC.ITCS.PRIVATE,POWEREDGE R730XD,SERVER,235V182,ND,INITIAL,ONSITE SERVICE AFTER REMOTE DIAGNOSIS (CONSUMER CUSTOMER)/ NEXT BUSINESS DAY ONSITE AFTER REMOTE DIAGNOSIS (COMMERCIAL CUSTOMER),UNY,10/14/2015,10/14/2015,10/14/2020,120
EVESX74-IDRAC.ITCS.PRIVATE,POWEREDGE R630,SERVER,CQ60V52,ND,EXTENDED,ONSITE SERVICE AFTER REMOTE DIAGNOSIS (CONSUMER CUSTOMER)/ NEXT BUSINESS DAY ONSITE AFTER REMOTE DIAGNOSIS (COMMERCIAL CUSTOMER),UNY,8/14/2015,8/15/2019,8/14/2020,59
EVSPLIDX03-IDRAC.ITCS.PRIVATE,POWEREDGE R630,SERVER,BVQFS52,ND,EXTENDED,ONSITE SERVICE AFTER REMOTE DIAGNOSIS (CONSUMER CUSTOMER)/ NEXT BUSINESS DAY ONSITE AFTER REMOTE DIAGNOSIS (COMMERCIAL CUSTOMER),UNY,7/14/2015,7/15/2019,7/14/2020,28
VMBKUP03A-BK.ITCS.PRIVATE,POWEREDGE R630,SERVER,10TXT52,ND,EXTENDED,ONSITE SERVICE AFTER REMOTE DIAGNOSIS (CONSUMER CUSTOMER)/ NEXT BUSINESS DAY ONSITE AFTER REMOTE DIAGNOSIS (COMMERCIAL CUSTOMER),UNY,8/7/2015,8/9/2020,8/7/2021,417
VMBKUP03A-BK.ITCS.PRIVATE,POWEREDGE R630,SERVER,10TXT52,ND,EXTENDED,ONSITE SERVICE AFTER REMOTE DIAGNOSIS (CONSUMER CUSTOMER)/ NEXT BUSINESS DAY ONSITE AFTER REMOTE DIAGNOSIS (COMMERCIAL CUSTOMER),UNY,8/7/2015,8/8/2019,8/7/2020,52
EVESX81-IDRAC.ITCS.PRIVATE,POWEREDGE R630,SERVER,CQ5WT52,ND,EXTENDED,ONSITE SERVICE AFTER REMOTE DIAGNOSIS (CONSUMER CUSTOMER)/ NEXT BUSINESS DAY ONSITE AFTER REMOTE DIAGNOSIS (COMMERCIAL CUSTOMER),UNY,8/14/2015,8/15/2019,8/14/2020,59
VMBKUP05-IDRAC.ITCS.PRIVATE,POWEREDGE R640,SERVER,8TFH333,ND,INITIAL,ONSITE SERVICE AFTER REMOTE DIAGNOSIS (CONSUMER CUSTOMER)/ NEXT BUSINESS DAY ONSITE AFTER REMOTE DIAGNOSIS (COMMERCIAL CUSTOMER),UNY,3/21/2020,3/21/2020,3/21/2024,1374
